"STATISTIC","Statistic Label","TLIST(M1)","Month","C02431V02938","Meteorological Weather Station","UNIT","VALUE"
"MTM01C2","Most Rainfall in a Day","195803","1958M03","002","Birr","Millimetres","9.5"
"MTM01C2","Most Rainfall in a Day","195803","1958M03","003","Valentia Observatory","Millimetres","40.6"
"MTM01C2","Most Rainfall in a Day","195803","1958M03","004","Casement","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195803","1958M03","005","Claremorris","Millimetres","11.2"
"MTM01C2","Most Rainfall in a Day","195803","1958M03","006","Clones","Millimetres","10.7"
"MTM01C2","Most Rainfall in a Day","195803","1958M03","007","Cork airport","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195803","1958M03","008","Dublin airport","Millimetres","7.8"
"MTM01C2","Most Rainfall in a Day","195803","1958M03","009","Galway","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195803","1958M03","010","Kilkenny","Millimetres","4.8"
"MTM01C2","Most Rainfall in a Day","195803","1958M03","011","Malin head","Millimetres","9.2"
"MTM01C2","Most Rainfall in a Day","195803","1958M03","012","Mullingar","Millimetres","12.9"
"MTM01C2","Most Rainfall in a Day","195803","1958M03","013","Roches Point","Millimetres","38.9"
"MTM01C2","Most Rainfall in a Day","195803","1958M03","014","Rosslare","Millimetres","16.6"
"MTM01C2","Most Rainfall in a Day","195803","1958M03","015","Shannon airport","Millimetres","10.3"
"MTM01C2","Most Rainfall in a Day","195804","1958M04","001","Belmullet","Millimetres","9.5"
"MTM01C2","Most Rainfall in a Day","195804","1958M04","002","Birr","Millimetres","12.6"
"MTM01C2","Most Rainfall in a Day","195804","1958M04","003","Valentia Observatory","Millimetres","10.1"
"MTM01C2","Most Rainfall in a Day","195804","1958M04","004","Casement","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195804","1958M04","005","Claremorris","Millimetres","6.3"
"MTM01C2","Most Rainfall in a Day","195804","1958M04","006","Clones","Millimetres","6.7"
"MTM01C2","Most Rainfall in a Day","195804","1958M04","007","Cork airport","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195804","1958M04","008","Dublin airport","Millimetres","10.3"
"MTM01C2","Most Rainfall in a Day","195804","1958M04","009","Galway","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195804","1958M04","010","Kilkenny","Millimetres","7.6"
"MTM01C2","Most Rainfall in a Day","195804","1958M04","011","Malin head","Millimetres","11"
"MTM01C2","Most Rainfall in a Day","195804","1958M04","012","Mullingar","Millimetres","8"
"MTM01C2","Most Rainfall in a Day","195804","1958M04","013","Roches Point","Millimetres","4.1"
"MTM01C2","Most Rainfall in a Day","195804","1958M04","014","Rosslare","Millimetres","6.3"
"MTM01C2","Most Rainfall in a Day","195804","1958M04","015","Shannon airport","Millimetres","13.2"
"MTM01C2","Most Rainfall in a Day","195805","1958M05","001","Belmullet","Millimetres","20"
"MTM01C2","Most Rainfall in a Day","195805","1958M05","002","Birr","Millimetres","10.6"
"MTM01C2","Most Rainfall in a Day","195805","1958M05","003","Valentia Observatory","Millimetres","16.8"
"MTM01C2","Most Rainfall in a Day","195805","1958M05","004","Casement","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195805","1958M05","005","Claremorris","Millimetres","18.4"
"MTM01C2","Most Rainfall in a Day","195805","1958M05","006","Clones","Millimetres","9.2"
"MTM01C2","Most Rainfall in a Day","195805","1958M05","007","Cork airport","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195805","1958M05","008","Dublin airport","Millimetres","27.2"
"MTM01C2","Most Rainfall in a Day","195805","1958M05","009","Galway","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195805","1958M05","010","Kilkenny","Millimetres","14"
"MTM01C2","Most Rainfall in a Day","195805","1958M05","011","Malin head","Millimetres","21.6"
"MTM01C2","Most Rainfall in a Day","195805","1958M05","012","Mullingar","Millimetres","15.6"
"MTM01C2","Most Rainfall in a Day","195805","1958M05","013","Roches Point","Millimetres","29.9"
"MTM01C2","Most Rainfall in a Day","195805","1958M05","014","Rosslare","Millimetres","25.1"
"MTM01C2","Most Rainfall in a Day","195805","1958M05","015","Shannon airport","Millimetres","18.6"
"MTM01C2","Most Rainfall in a Day","195806","1958M06","001","Belmullet","Millimetres","27.1"
"MTM01C2","Most Rainfall in a Day","195806","1958M06","002","Birr","Millimetres","16.5"
"MTM01C2","Most Rainfall in a Day","195806","1958M06","003","Valentia Observatory","Millimetres","32.7"
"MTM01C2","Most Rainfall in a Day","195806","1958M06","004","Casement","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195806","1958M06","005","Claremorris","Millimetres","19.5"
"MTM01C2","Most Rainfall in a Day","195806","1958M06","006","Clones","Millimetres","27.7"
"MTM01C2","Most Rainfall in a Day","195806","1958M06","007","Cork airport","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195806","1958M06","008","Dublin airport","Millimetres","36"
"MTM01C2","Most Rainfall in a Day","195806","1958M06","009","Galway","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195806","1958M06","010","Kilkenny","Millimetres","18.7"
"MTM01C2","Most Rainfall in a Day","195806","1958M06","011","Malin head","Millimetres","32.3"
"MTM01C2","Most Rainfall in a Day","195806","1958M06","012","Mullingar","Millimetres","21.6"
"MTM01C2","Most Rainfall in a Day","195806","1958M06","013","Roches Point","Millimetres","27.7"
"MTM01C2","Most Rainfall in a Day","195806","1958M06","014","Rosslare","Millimetres","57"
"MTM01C2","Most Rainfall in a Day","195806","1958M06","015","Shannon airport","Millimetres","15.1"
"MTM01C2","Most Rainfall in a Day","195807","1958M07","001","Belmullet","Millimetres","9.4"
"MTM01C2","Most Rainfall in a Day","195807","1958M07","002","Birr","Millimetres","24.7"
"MTM01C2","Most Rainfall in a Day","195807","1958M07","003","Valentia Observatory","Millimetres","17.6"
"MTM01C2","Most Rainfall in a Day","195807","1958M07","004","Casement","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195807","1958M07","005","Claremorris","Millimetres","12.8"
"MTM01C2","Most Rainfall in a Day","195807","1958M07","006","Clones","Millimetres","21"
"MTM01C2","Most Rainfall in a Day","195807","1958M07","007","Cork airport","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195807","1958M07","008","Dublin airport","Millimetres","22.2"
"MTM01C2","Most Rainfall in a Day","195807","1958M07","009","Galway","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195807","1958M07","010","Kilkenny","Millimetres","32.3"
"MTM01C2","Most Rainfall in a Day","195807","1958M07","011","Malin head","Millimetres","25.7"
"MTM01C2","Most Rainfall in a Day","195807","1958M07","012","Mullingar","Millimetres","25.9"
"MTM01C2","Most Rainfall in a Day","195807","1958M07","013","Roches Point","Millimetres","25"
"MTM01C2","Most Rainfall in a Day","195807","1958M07","014","Rosslare","Millimetres","24.2"
"MTM01C2","Most Rainfall in a Day","195807","1958M07","015","Shannon airport","Millimetres","17.3"
"MTM01C2","Most Rainfall in a Day","195808","1958M08","001","Belmullet","Millimetres","18.9"
"MTM01C2","Most Rainfall in a Day","195808","1958M08","002","Birr","Millimetres","22.3"
"MTM01C2","Most Rainfall in a Day","195808","1958M08","003","Valentia Observatory","Millimetres","29.6"
"MTM01C2","Most Rainfall in a Day","195808","1958M08","004","Casement","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195808","1958M08","005","Claremorris","Millimetres","23.2"
"MTM01C2","Most Rainfall in a Day","195808","1958M08","006","Clones","Millimetres","18.9"
"MTM01C2","Most Rainfall in a Day","195808","1958M08","007","Cork airport","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195808","1958M08","008","Dublin airport","Millimetres","22.8"
"MTM01C2","Most Rainfall in a Day","195808","1958M08","009","Galway","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195808","1958M08","010","Kilkenny","Millimetres","23.5"
"MTM01C2","Most Rainfall in a Day","195808","1958M08","011","Malin head","Millimetres","12.5"
"MTM01C2","Most Rainfall in a Day","195808","1958M08","012","Mullingar","Millimetres","17.6"
"MTM01C2","Most Rainfall in a Day","195808","1958M08","013","Roches Point","Millimetres","31.2"
"MTM01C2","Most Rainfall in a Day","195808","1958M08","014","Rosslare","Millimetres","26"
"MTM01C2","Most Rainfall in a Day","195808","1958M08","015","Shannon airport","Millimetres","18.9"
"MTM01C2","Most Rainfall in a Day","195809","1958M09","001","Belmullet","Millimetres","22.2"
"MTM01C2","Most Rainfall in a Day","195809","1958M09","002","Birr","Millimetres","16.9"
"MTM01C2","Most Rainfall in a Day","195809","1958M09","003","Valentia Observatory","Millimetres","26.8"
"MTM01C2","Most Rainfall in a Day","195809","1958M09","004","Casement","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195809","1958M09","005","Claremorris","Millimetres","15.1"
"MTM01C2","Most Rainfall in a Day","195809","1958M09","006","Clones","Millimetres","14.4"
"MTM01C2","Most Rainfall in a Day","195809","1958M09","007","Cork airport","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195809","1958M09","008","Dublin airport","Millimetres","26.1"
"MTM01C2","Most Rainfall in a Day","195809","1958M09","009","Galway","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195809","1958M09","010","Kilkenny","Millimetres","22.1"
"MTM01C2","Most Rainfall in a Day","195809","1958M09","011","Malin head","Millimetres","21.8"
"MTM01C2","Most Rainfall in a Day","195809","1958M09","012","Mullingar","Millimetres","20.9"
"MTM01C2","Most Rainfall in a Day","195809","1958M09","013","Roches Point","Millimetres","41.6"
"MTM01C2","Most Rainfall in a Day","195809","1958M09","014","Rosslare","Millimetres","25.9"
"MTM01C2","Most Rainfall in a Day","195809","1958M09","015","Shannon airport","Millimetres","17"
"MTM01C2","Most Rainfall in a Day","195810","1958M10","001","Belmullet","Millimetres","25.1"
"MTM01C2","Most Rainfall in a Day","195810","1958M10","002","Birr","Millimetres","8.2"
"MTM01C2","Most Rainfall in a Day","195810","1958M10","003","Valentia Observatory","Millimetres","17.5"
"MTM01C2","Most Rainfall in a Day","195810","1958M10","004","Casement","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195810","1958M10","005","Claremorris","Millimetres","13.3"
"MTM01C2","Most Rainfall in a Day","195810","1958M10","006","Clones","Millimetres","24.4"
"MTM01C2","Most Rainfall in a Day","195810","1958M10","007","Cork airport","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195810","1958M10","008","Dublin airport","Millimetres","15.3"
"MTM01C2","Most Rainfall in a Day","195810","1958M10","009","Galway","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195810","1958M10","010","Kilkenny","Millimetres","23.4"
"MTM01C2","Most Rainfall in a Day","195810","1958M10","011","Malin head","Millimetres","17.2"
"MTM01C2","Most Rainfall in a Day","195810","1958M10","012","Mullingar","Millimetres","21.3"
"MTM01C2","Most Rainfall in a Day","195810","1958M10","013","Roches Point","Millimetres","8.5"
"MTM01C2","Most Rainfall in a Day","195810","1958M10","014","Rosslare","Millimetres","12.3"
"MTM01C2","Most Rainfall in a Day","195810","1958M10","015","Shannon airport","Millimetres","18.8"
"MTM01C2","Most Rainfall in a Day","195811","1958M11","001","Belmullet","Millimetres","10.5"
"MTM01C2","Most Rainfall in a Day","195811","1958M11","002","Birr","Millimetres","12.4"
"MTM01C2","Most Rainfall in a Day","195811","1958M11","003","Valentia Observatory","Millimetres","21.3"
"MTM01C2","Most Rainfall in a Day","195811","1958M11","004","Casement","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195811","1958M11","005","Claremorris","Millimetres","9.6"
"MTM01C2","Most Rainfall in a Day","195811","1958M11","006","Clones","Millimetres","12.3"
"MTM01C2","Most Rainfall in a Day","195811","1958M11","007","Cork airport","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195811","1958M11","008","Dublin airport","Millimetres","10.5"
"MTM01C2","Most Rainfall in a Day","195811","1958M11","009","Galway","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195811","1958M11","010","Kilkenny","Millimetres","13.3"
"MTM01C2","Most Rainfall in a Day","195811","1958M11","011","Malin head","Millimetres","14.1"
"MTM01C2","Most Rainfall in a Day","195811","1958M11","012","Mullingar","Millimetres","9.1"
"MTM01C2","Most Rainfall in a Day","195811","1958M11","013","Roches Point","Millimetres","13.6"
"MTM01C2","Most Rainfall in a Day","195811","1958M11","014","Rosslare","Millimetres","16.8"
"MTM01C2","Most Rainfall in a Day","195811","1958M11","015","Shannon airport","Millimetres","11.7"
"MTM01C2","Most Rainfall in a Day","195812","1958M12","001","Belmullet","Millimetres","18.4"
"MTM01C2","Most Rainfall in a Day","195812","1958M12","002","Birr","Millimetres","21.9"
"MTM01C2","Most Rainfall in a Day","195812","1958M12","003","Valentia Observatory","Millimetres","18.9"
"MTM01C2","Most Rainfall in a Day","195812","1958M12","004","Casement","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195812","1958M12","005","Claremorris","Millimetres","21.2"
"MTM01C2","Most Rainfall in a Day","195812","1958M12","006","Clones","Millimetres","21.6"
"MTM01C2","Most Rainfall in a Day","195812","1958M12","007","Cork airport","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195812","1958M12","008","Dublin airport","Millimetres","19.6"
"MTM01C2","Most Rainfall in a Day","195812","1958M12","009","Galway","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195812","1958M12","010","Kilkenny","Millimetres","30.4"
"MTM01C2","Most Rainfall in a Day","195812","1958M12","011","Malin head","Millimetres","19.3"
"MTM01C2","Most Rainfall in a Day","195812","1958M12","012","Mullingar","Millimetres","23.4"
"MTM01C2","Most Rainfall in a Day","195812","1958M12","013","Roches Point","Millimetres","30.4"
"MTM01C2","Most Rainfall in a Day","195812","1958M12","014","Rosslare","Millimetres","14.6"
"MTM01C2","Most Rainfall in a Day","195812","1958M12","015","Shannon airport","Millimetres","8.3"
"MTM01C2","Most Rainfall in a Day","195901","1959M01","001","Belmullet","Millimetres","12.9"
"MTM01C2","Most Rainfall in a Day","195901","1959M01","002","Birr","Millimetres","11.3"
"MTM01C2","Most Rainfall in a Day","195901","1959M01","003","Valentia Observatory","Millimetres","16.6"
"MTM01C2","Most Rainfall in a Day","195901","1959M01","004","Casement","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195901","1959M01","005","Claremorris","Millimetres","16.8"
"MTM01C2","Most Rainfall in a Day","195901","1959M01","006","Clones","Millimetres","11.5"
"MTM01C2","Most Rainfall in a Day","195901","1959M01","007","Cork airport","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195901","1959M01","008","Dublin airport","Millimetres","13.4"
"MTM01C2","Most Rainfall in a Day","195901","1959M01","009","Galway","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195901","1959M01","010","Kilkenny","Millimetres","10.7"
"MTM01C2","Most Rainfall in a Day","195901","1959M01","011","Malin head","Millimetres","11.5"
"MTM01C2","Most Rainfall in a Day","195901","1959M01","012","Mullingar","Millimetres","13.1"
"MTM01C2","Most Rainfall in a Day","195901","1959M01","013","Roches Point","Millimetres","21.2"
"MTM01C2","Most Rainfall in a Day","195901","1959M01","014","Rosslare","Millimetres","25"
"MTM01C2","Most Rainfall in a Day","195901","1959M01","015","Shannon airport","Millimetres","12.5"
"MTM01C2","Most Rainfall in a Day","195902","1959M02","001","Belmullet","Millimetres","9.6"
"MTM01C2","Most Rainfall in a Day","195902","1959M02","002","Birr","Millimetres","9.9"
"MTM01C2","Most Rainfall in a Day","195902","1959M02","003","Valentia Observatory","Millimetres","15.1"
"MTM01C2","Most Rainfall in a Day","195902","1959M02","004","Casement","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195902","1959M02","005","Claremorris","Millimetres","8.6"
"MTM01C2","Most Rainfall in a Day","195902","1959M02","006","Clones","Millimetres","8.9"
"MTM01C2","Most Rainfall in a Day","195902","1959M02","007","Cork airport","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195902","1959M02","008","Dublin airport","Millimetres","6"
"MTM01C2","Most Rainfall in a Day","195902","1959M02","009","Galway","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195902","1959M02","010","Kilkenny","Millimetres","6.9"
"MTM01C2","Most Rainfall in a Day","195902","1959M02","011","Malin head","Millimetres","5.6"
"MTM01C2","Most Rainfall in a Day","195902","1959M02","012","Mullingar","Millimetres","7.9"
"MTM01C2","Most Rainfall in a Day","195902","1959M02","013","Roches Point","Millimetres","5.6"
"MTM01C2","Most Rainfall in a Day","195902","1959M02","014","Rosslare","Millimetres","5.4"
"MTM01C2","Most Rainfall in a Day","195902","1959M02","015","Shannon airport","Millimetres","8.8"
"MTM01C2","Most Rainfall in a Day","195903","1959M03","001","Belmullet","Millimetres","13.4"
"MTM01C2","Most Rainfall in a Day","195903","1959M03","002","Birr","Millimetres","8.3"
"MTM01C2","Most Rainfall in a Day","195903","1959M03","003","Valentia Observatory","Millimetres","21.5"
"MTM01C2","Most Rainfall in a Day","195903","1959M03","004","Casement","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195903","1959M03","005","Claremorris","Millimetres","17.5"
"MTM01C2","Most Rainfall in a Day","195903","1959M03","006","Clones","Millimetres","14.9"
"MTM01C2","Most Rainfall in a Day","195903","1959M03","007","Cork airport","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195903","1959M03","008","Dublin airport","Millimetres","8.9"
"MTM01C2","Most Rainfall in a Day","195903","1959M03","009","Galway","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195903","1959M03","010","Kilkenny","Millimetres","8.8"
"MTM01C2","Most Rainfall in a Day","195903","1959M03","011","Malin head","Millimetres","17"
"MTM01C2","Most Rainfall in a Day","195903","1959M03","012","Mullingar","Millimetres","11.6"
"MTM01C2","Most Rainfall in a Day","195903","1959M03","013","Roches Point","Millimetres","13.9"
"MTM01C2","Most Rainfall in a Day","195903","1959M03","014","Rosslare","Millimetres","11.2"
"MTM01C2","Most Rainfall in a Day","195903","1959M03","015","Shannon airport","Millimetres","11.4"
"MTM01C2","Most Rainfall in a Day","195904","1959M04","001","Belmullet","Millimetres","14.8"
"MTM01C2","Most Rainfall in a Day","195904","1959M04","002","Birr","Millimetres","13.3"
"MTM01C2","Most Rainfall in a Day","195904","1959M04","003","Valentia Observatory","Millimetres","21.6"
"MTM01C2","Most Rainfall in a Day","195904","1959M04","004","Casement","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195904","1959M04","005","Claremorris","Millimetres","9.8"
"MTM01C2","Most Rainfall in a Day","195904","1959M04","006","Clones","Millimetres","11.8"
"MTM01C2","Most Rainfall in a Day","195904","1959M04","007","Cork airport","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195904","1959M04","008","Dublin airport","Millimetres","7.2"
"MTM01C2","Most Rainfall in a Day","195904","1959M04","009","Galway","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195904","1959M04","010","Kilkenny","Millimetres","10.5"
"MTM01C2","Most Rainfall in a Day","195904","1959M04","011","Malin head","Millimetres","11.6"
"MTM01C2","Most Rainfall in a Day","195904","1959M04","012","Mullingar","Millimetres","15.4"
"MTM01C2","Most Rainfall in a Day","195904","1959M04","013","Roches Point","Millimetres","12.4"
"MTM01C2","Most Rainfall in a Day","195904","1959M04","014","Rosslare","Millimetres","14.9"
"MTM01C2","Most Rainfall in a Day","195904","1959M04","015","Shannon airport","Millimetres","13.9"
"MTM01C2","Most Rainfall in a Day","195905","1959M05","001","Belmullet","Millimetres","11.6"
"MTM01C2","Most Rainfall in a Day","195905","1959M05","002","Birr","Millimetres","10.8"
"MTM01C2","Most Rainfall in a Day","195905","1959M05","003","Valentia Observatory","Millimetres","20.8"
"MTM01C2","Most Rainfall in a Day","195905","1959M05","004","Casement","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195905","1959M05","005","Claremorris","Millimetres","13.1"
"MTM01C2","Most Rainfall in a Day","195905","1959M05","006","Clones","Millimetres","11.5"
"MTM01C2","Most Rainfall in a Day","195905","1959M05","007","Cork airport","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195905","1959M05","008","Dublin airport","Millimetres","28.9"
"MTM01C2","Most Rainfall in a Day","195905","1959M05","009","Galway","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195905","1959M05","010","Kilkenny","Millimetres","11.3"
"MTM01C2","Most Rainfall in a Day","195905","1959M05","011","Malin head","Millimetres","7.2"
"MTM01C2","Most Rainfall in a Day","195905","1959M05","012","Mullingar","Millimetres","7.5"
"MTM01C2","Most Rainfall in a Day","195905","1959M05","013","Roches Point","Millimetres","29.6"
"MTM01C2","Most Rainfall in a Day","195905","1959M05","014","Rosslare","Millimetres","11.7"
"MTM01C2","Most Rainfall in a Day","195905","1959M05","015","Shannon airport","Millimetres","18.2"
"MTM01C2","Most Rainfall in a Day","195906","1959M06","001","Belmullet","Millimetres","14.4"
"MTM01C2","Most Rainfall in a Day","195906","1959M06","002","Birr","Millimetres","10.2"
"MTM01C2","Most Rainfall in a Day","195906","1959M06","003","Valentia Observatory","Millimetres","20.3"
"MTM01C2","Most Rainfall in a Day","195906","1959M06","004","Casement","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195906","1959M06","005","Claremorris","Millimetres","19.6"
"MTM01C2","Most Rainfall in a Day","195906","1959M06","006","Clones","Millimetres","22.6"
"MTM01C2","Most Rainfall in a Day","195906","1959M06","007","Cork airport","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195906","1959M06","008","Dublin airport","Millimetres","10.2"
"MTM01C2","Most Rainfall in a Day","195906","1959M06","009","Galway","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195906","1959M06","010","Kilkenny","Millimetres","9.7"
"MTM01C2","Most Rainfall in a Day","195906","1959M06","011","Malin head","Millimetres","12.1"
"MTM01C2","Most Rainfall in a Day","195906","1959M06","012","Mullingar","Millimetres","23.2"
"MTM01C2","Most Rainfall in a Day","195906","1959M06","013","Roches Point","Millimetres","18.6"
"MTM01C2","Most Rainfall in a Day","195906","1959M06","014","Rosslare","Millimetres","12.5"
"MTM01C2","Most Rainfall in a Day","195906","1959M06","015","Shannon airport","Millimetres","20"
"MTM01C2","Most Rainfall in a Day","195907","1959M07","001","Belmullet","Millimetres","11.7"
"MTM01C2","Most Rainfall in a Day","195907","1959M07","002","Birr","Millimetres","9.7"
"MTM01C2","Most Rainfall in a Day","195907","1959M07","003","Valentia Observatory","Millimetres","10.1"
"MTM01C2","Most Rainfall in a Day","195907","1959M07","004","Casement","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195907","1959M07","005","Claremorris","Millimetres","14.1"
"MTM01C2","Most Rainfall in a Day","195907","1959M07","006","Clones","Millimetres","17.6"
"MTM01C2","Most Rainfall in a Day","195907","1959M07","007","Cork airport","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195907","1959M07","008","Dublin airport","Millimetres","16.3"
"MTM01C2","Most Rainfall in a Day","195907","1959M07","009","Galway","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195907","1959M07","010","Kilkenny","Millimetres","7.4"
"MTM01C2","Most Rainfall in a Day","195907","1959M07","011","Malin head","Millimetres","13.7"
"MTM01C2","Most Rainfall in a Day","195907","1959M07","012","Mullingar","Millimetres","15.3"
"MTM01C2","Most Rainfall in a Day","195907","1959M07","013","Roches Point","Millimetres","5.5"
"MTM01C2","Most Rainfall in a Day","195907","1959M07","014","Rosslare","Millimetres","8.2"
"MTM01C2","Most Rainfall in a Day","195907","1959M07","015","Shannon airport","Millimetres","17.1"
"MTM01C2","Most Rainfall in a Day","195908","1959M08","001","Belmullet","Millimetres","10.2"
"MTM01C2","Most Rainfall in a Day","195908","1959M08","002","Birr","Millimetres","11.6"
"MTM01C2","Most Rainfall in a Day","195908","1959M08","003","Valentia Observatory","Millimetres","22"
"MTM01C2","Most Rainfall in a Day","195908","1959M08","004","Casement","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195908","1959M08","005","Claremorris","Millimetres","14"
"MTM01C2","Most Rainfall in a Day","195908","1959M08","006","Clones","Millimetres","13.1"
"MTM01C2","Most Rainfall in a Day","195908","1959M08","007","Cork airport","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195908","1959M08","008","Dublin airport","Millimetres","6.3"
"MTM01C2","Most Rainfall in a Day","195908","1959M08","009","Galway","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195908","1959M08","010","Kilkenny","Millimetres","9.6"
"MTM01C2","Most Rainfall in a Day","195908","1959M08","011","Malin head","Millimetres","10"
"MTM01C2","Most Rainfall in a Day","195908","1959M08","012","Mullingar","Millimetres","8.4"
"MTM01C2","Most Rainfall in a Day","195908","1959M08","013","Roches Point","Millimetres","17.5"
"MTM01C2","Most Rainfall in a Day","195908","1959M08","014","Rosslare","Millimetres","8.9"
"MTM01C2","Most Rainfall in a Day","195908","1959M08","015","Shannon airport","Millimetres","11.4"
"MTM01C2","Most Rainfall in a Day","195909","1959M09","001","Belmullet","Millimetres","14.5"
"MTM01C2","Most Rainfall in a Day","195909","1959M09","002","Birr","Millimetres","23.4"
"MTM01C2","Most Rainfall in a Day","195909","1959M09","003","Valentia Observatory","Millimetres","15.6"
"MTM01C2","Most Rainfall in a Day","195909","1959M09","004","Casement","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195909","1959M09","005","Claremorris","Millimetres","21.5"
"MTM01C2","Most Rainfall in a Day","195909","1959M09","006","Clones","Millimetres","23"
"MTM01C2","Most Rainfall in a Day","195909","1959M09","007","Cork airport","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195909","1959M09","008","Dublin airport","Millimetres","15.7"
"MTM01C2","Most Rainfall in a Day","195909","1959M09","009","Galway","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195909","1959M09","010","Kilkenny","Millimetres","15.6"
"MTM01C2","Most Rainfall in a Day","195909","1959M09","011","Malin head","Millimetres","9.7"
"MTM01C2","Most Rainfall in a Day","195909","1959M09","012","Mullingar","Millimetres","30.1"
"MTM01C2","Most Rainfall in a Day","195909","1959M09","013","Roches Point","Millimetres","8"
"MTM01C2","Most Rainfall in a Day","195909","1959M09","014","Rosslare","Millimetres","3.2"
"MTM01C2","Most Rainfall in a Day","195909","1959M09","015","Shannon airport","Millimetres","17.2"
"MTM01C2","Most Rainfall in a Day","195910","1959M10","001","Belmullet","Millimetres","41.1"
"MTM01C2","Most Rainfall in a Day","195910","1959M10","002","Birr","Millimetres","39.7"
"MTM01C2","Most Rainfall in a Day","195910","1959M10","003","Valentia Observatory","Millimetres","40.5"
"MTM01C2","Most Rainfall in a Day","195910","1959M10","004","Casement","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195910","1959M10","005","Claremorris","Millimetres","30"
"MTM01C2","Most Rainfall in a Day","195910","1959M10","006","Clones","Millimetres","45.4"
"MTM01C2","Most Rainfall in a Day","195910","1959M10","007","Cork airport","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195910","1959M10","008","Dublin airport","Millimetres","32.6"
"MTM01C2","Most Rainfall in a Day","195910","1959M10","009","Galway","Millimetres",""
"MTM01C2","Most Rainfall in a Day","195910","1959M10","010","Kilkenny","Millimetres","40.5"
"MTM01C2","Most Rainfall in a Day","195910","1959M10","011","Malin head","Millimetres","22.7"
"MTM01C2","Most Rainfall in a Day","195910","1959M10","012","Mullingar","Millimetres","44.3"
"MTM01C2","Most Rainfall in a Day","195910","1959M10","013","Roches Point","Millimetres","55.7"
"MTM01C2","Most Rainfall in a Day","195910","1959M10","014","Rosslare","Millimetres","40.9"
"MTM01C2","Most Rainfall in a Day","195910","1959M10","015","Shannon airport","Millimetres","29.6"
"MTM01C2","Most Rainfall in a Day","195911","1959M11","001","Belmullet","Millimetres","21.1"
"MTM01C2","Most Rainfall in a Day","195911","1959M11","002","Birr","Millimetres","17.8"
"MTM01C2","Most Rainfall in a Day","195911","1959M11","003","Valentia Observatory","Millimetres","24.3"
