"STATISTIC","Statistic Label","TLIST(M1)","Month","C02431V02938","Meteorological Weather Station","UNIT","VALUE"
"MTM01C1","Total Rainfall","195801","1958M01","001","Belmullet","Millimetres","160.2"
"MTM01C1","Total Rainfall","195801","1958M01","002","Birr","Millimetres","95.6"
"MTM01C1","Total Rainfall","195801","1958M01","003","Valentia Observatory","Millimetres","214.8"
"MTM01C1","Total Rainfall","195801","1958M01","004","Casement","Millimetres",""
"MTM01C1","Total Rainfall","195801","1958M01","005","Claremorris","Millimetres","146.9"
"MTM01C1","Total Rainfall","195801","1958M01","006","Clones","Millimetres","104.8"
"MTM01C1","Total Rainfall","195801","1958M01","007","Cork airport","Millimetres",""
"MTM01C1","Total Rainfall","195801","1958M01","008","Dublin airport","Millimetres","40"
"MTM01C1","Total Rainfall","195801","1958M01","009","Galway","Millimetres",""
"MTM01C1","Total Rainfall","195801","1958M01","010","Kilkenny","Millimetres","116.4"
"MTM01C1","Total Rainfall","195801","1958M01","011","Malin head","Millimetres","127.2"
"MTM01C1","Total Rainfall","195801","1958M01","012","Mullingar","Millimetres","109.4"
"MTM01C1","Total Rainfall","195801","1958M01","013","Roches Point","Millimetres","120.7"
"MTM01C1","Total Rainfall","195801","1958M01","014","Rosslare","Millimetres","102.5"
"MTM01C1","Total Rainfall","195801","1958M01","015","Shannon airport","Millimetres","115.6"
"MTM01C1","Total Rainfall","195802","1958M02","001","Belmullet","Millimetres","75.2"
"MTM01C1","Total Rainfall","195802","1958M02","002","Birr","Millimetres","85.6"
"MTM01C1","Total Rainfall","195802","1958M02","003","Valentia Observatory","Millimetres","130.8"
"MTM01C1","Total Rainfall","195802","1958M02","004","Casement","Millimetres",""
"MTM01C1","Total Rainfall","195802","1958M02","005","Claremorris","Millimetres","98.3"
"MTM01C1","Total Rainfall","195802","1958M02","006","Clones","Millimetres","97.1"
"MTM01C1","Total Rainfall","195802","1958M02","007","Cork airport","Millimetres",""
"MTM01C1","Total Rainfall","195802","1958M02","008","Dublin airport","Millimetres","101.6"
"MTM01C1","Total Rainfall","195802","1958M02","009","Galway","Millimetres",""
"MTM01C1","Total Rainfall","195802","1958M02","010","Kilkenny","Millimetres","87.6"
"MTM01C1","Total Rainfall","195802","1958M02","011","Malin head","Millimetres","143.2"
"MTM01C1","Total Rainfall","195802","1958M02","012","Mullingar","Millimetres","82"
"MTM01C1","Total Rainfall","195802","1958M02","013","Roches Point","Millimetres","107.1"
"MTM01C1","Total Rainfall","195802","1958M02","014","Rosslare","Millimetres","119.7"
"MTM01C1","Total Rainfall","195802","1958M02","015","Shannon airport","Millimetres","92.8"
"MTM01C1","Total Rainfall","195803","1958M03","001","Belmullet","Millimetres","86.4"
"MTM01C1","Total Rainfall","195803","1958M03","002","Birr","Millimetres","40.9"
"MTM01C1","Total Rainfall","195803","1958M03","003","Valentia Observatory","Millimetres","133.5"
"MTM01C1","Total Rainfall","195803","1958M03","004","Casement","Millimetres",""
"MTM01C1","Total Rainfall","195803","1958M03","005","Claremorris","Millimetres","82.3"
"MTM01C1","Total Rainfall","195803","1958M03","006","Clones","Millimetres","33"
"MTM01C1","Total Rainfall","195803","1958M03","007","Cork airport","Millimetres",""
"MTM01C1","Total Rainfall","195803","1958M03","008","Dublin airport","Millimetres","23.4"
"MTM01C1","Total Rainfall","195803","1958M03","009","Galway","Millimetres",""
"MTM01C1","Total Rainfall","195803","1958M03","010","Kilkenny","Millimetres","33.9"
"MTM01C1","Total Rainfall","195803","1958M03","011","Malin head","Millimetres","45.6"
"MTM01C1","Total Rainfall","195803","1958M03","012","Mullingar","Millimetres","34.1"
"MTM01C1","Total Rainfall","195803","1958M03","013","Roches Point","Millimetres","133.8"
"MTM01C1","Total Rainfall","195803","1958M03","014","Rosslare","Millimetres","68.4"
"MTM01C1","Total Rainfall","195803","1958M03","015","Shannon airport","Millimetres","52"
"MTM01C1","Total Rainfall","195804","1958M04","001","Belmullet","Millimetres","30.6"
"MTM01C1","Total Rainfall","195804","1958M04","002","Birr","Millimetres","37.5"
"MTM01C1","Total Rainfall","195804","1958M04","003","Valentia Observatory","Millimetres","40.6"
"MTM01C1","Total Rainfall","195804","1958M04","004","Casement","Millimetres",""
"MTM01C1","Total Rainfall","195804","1958M04","005","Claremorris","Millimetres","37.4"
"MTM01C1","Total Rainfall","195804","1958M04","006","Clones","Millimetres","30.4"
"MTM01C1","Total Rainfall","195804","1958M04","007","Cork airport","Millimetres",""
"MTM01C1","Total Rainfall","195804","1958M04","008","Dublin airport","Millimetres","29.9"
"MTM01C1","Total Rainfall","195804","1958M04","009","Galway","Millimetres",""
"MTM01C1","Total Rainfall","195804","1958M04","010","Kilkenny","Millimetres","28"
"MTM01C1","Total Rainfall","195804","1958M04","011","Malin head","Millimetres","52.3"
"MTM01C1","Total Rainfall","195804","1958M04","012","Mullingar","Millimetres","25.7"
"MTM01C1","Total Rainfall","195804","1958M04","013","Roches Point","Millimetres","13.3"
"MTM01C1","Total Rainfall","195804","1958M04","014","Rosslare","Millimetres","18.1"
"MTM01C1","Total Rainfall","195804","1958M04","015","Shannon airport","Millimetres","30.2"
"MTM01C1","Total Rainfall","195805","1958M05","001","Belmullet","Millimetres","118"
"MTM01C1","Total Rainfall","195805","1958M05","002","Birr","Millimetres","101.2"
"MTM01C1","Total Rainfall","195805","1958M05","003","Valentia Observatory","Millimetres","123.1"
"MTM01C1","Total Rainfall","195805","1958M05","004","Casement","Millimetres",""
"MTM01C1","Total Rainfall","195805","1958M05","005","Claremorris","Millimetres","126.7"
"MTM01C1","Total Rainfall","195805","1958M05","006","Clones","Millimetres","73"
"MTM01C1","Total Rainfall","195805","1958M05","007","Cork airport","Millimetres",""
"MTM01C1","Total Rainfall","195805","1958M05","008","Dublin airport","Millimetres","103.9"
"MTM01C1","Total Rainfall","195805","1958M05","009","Galway","Millimetres",""
"MTM01C1","Total Rainfall","195805","1958M05","010","Kilkenny","Millimetres","91.9"
"MTM01C1","Total Rainfall","195805","1958M05","011","Malin head","Millimetres","69"
"MTM01C1","Total Rainfall","195805","1958M05","012","Mullingar","Millimetres","86.6"
"MTM01C1","Total Rainfall","195805","1958M05","013","Roches Point","Millimetres","130.6"
"MTM01C1","Total Rainfall","195805","1958M05","014","Rosslare","Millimetres","113"
"MTM01C1","Total Rainfall","195805","1958M05","015","Shannon airport","Millimetres","97.6"
"MTM01C1","Total Rainfall","195806","1958M06","001","Belmullet","Millimetres","144.5"
"MTM01C1","Total Rainfall","195806","1958M06","002","Birr","Millimetres","85"
"MTM01C1","Total Rainfall","195806","1958M06","003","Valentia Observatory","Millimetres","131.2"
"MTM01C1","Total Rainfall","195806","1958M06","004","Casement","Millimetres",""
"MTM01C1","Total Rainfall","195806","1958M06","005","Claremorris","Millimetres","126.6"
"MTM01C1","Total Rainfall","195806","1958M06","006","Clones","Millimetres","150.3"
"MTM01C1","Total Rainfall","195806","1958M06","007","Cork airport","Millimetres",""
"MTM01C1","Total Rainfall","195806","1958M06","008","Dublin airport","Millimetres","168.5"
"MTM01C1","Total Rainfall","195806","1958M06","009","Galway","Millimetres",""
"MTM01C1","Total Rainfall","195806","1958M06","010","Kilkenny","Millimetres","79.2"
"MTM01C1","Total Rainfall","195806","1958M06","011","Malin head","Millimetres","127.9"
"MTM01C1","Total Rainfall","195806","1958M06","012","Mullingar","Millimetres","131.9"
"MTM01C1","Total Rainfall","195806","1958M06","013","Roches Point","Millimetres","98.1"
"MTM01C1","Total Rainfall","195806","1958M06","014","Rosslare","Millimetres","107.4"
"MTM01C1","Total Rainfall","195806","1958M06","015","Shannon airport","Millimetres","63.2"
"MTM01C1","Total Rainfall","195807","1958M07","001","Belmullet","Millimetres","41.7"
"MTM01C1","Total Rainfall","195807","1958M07","002","Birr","Millimetres","99.6"
"MTM01C1","Total Rainfall","195807","1958M07","003","Valentia Observatory","Millimetres","108.2"
"MTM01C1","Total Rainfall","195807","1958M07","004","Casement","Millimetres",""
"MTM01C1","Total Rainfall","195807","1958M07","005","Claremorris","Millimetres","92.5"
"MTM01C1","Total Rainfall","195807","1958M07","006","Clones","Millimetres","115.5"
"MTM01C1","Total Rainfall","195807","1958M07","007","Cork airport","Millimetres",""
"MTM01C1","Total Rainfall","195807","1958M07","008","Dublin airport","Millimetres","109.5"
"MTM01C1","Total Rainfall","195807","1958M07","009","Galway","Millimetres",""
"MTM01C1","Total Rainfall","195807","1958M07","010","Kilkenny","Millimetres","149"
"MTM01C1","Total Rainfall","195807","1958M07","011","Malin head","Millimetres","88"
"MTM01C1","Total Rainfall","195807","1958M07","012","Mullingar","Millimetres","132.9"
"MTM01C1","Total Rainfall","195807","1958M07","013","Roches Point","Millimetres","135.6"
"MTM01C1","Total Rainfall","195807","1958M07","014","Rosslare","Millimetres","80.2"
"MTM01C1","Total Rainfall","195807","1958M07","015","Shannon airport","Millimetres","89.3"
"MTM01C1","Total Rainfall","195808","1958M08","001","Belmullet","Millimetres","149.9"
"MTM01C1","Total Rainfall","195808","1958M08","002","Birr","Millimetres","153.9"
"MTM01C1","Total Rainfall","195808","1958M08","003","Valentia Observatory","Millimetres","143.1"
"MTM01C1","Total Rainfall","195808","1958M08","004","Casement","Millimetres",""
"MTM01C1","Total Rainfall","195808","1958M08","005","Claremorris","Millimetres","155.3"
"MTM01C1","Total Rainfall","195808","1958M08","006","Clones","Millimetres","147.9"
"MTM01C1","Total Rainfall","195808","1958M08","007","Cork airport","Millimetres",""
"MTM01C1","Total Rainfall","195808","1958M08","008","Dublin airport","Millimetres","140.6"
"MTM01C1","Total Rainfall","195808","1958M08","009","Galway","Millimetres",""
"MTM01C1","Total Rainfall","195808","1958M08","010","Kilkenny","Millimetres","113.9"
"MTM01C1","Total Rainfall","195808","1958M08","011","Malin head","Millimetres","89.1"
"MTM01C1","Total Rainfall","195808","1958M08","012","Mullingar","Millimetres","127.1"
"MTM01C1","Total Rainfall","195808","1958M08","013","Roches Point","Millimetres","108"
"MTM01C1","Total Rainfall","195808","1958M08","014","Rosslare","Millimetres","108.9"
"MTM01C1","Total Rainfall","195808","1958M08","015","Shannon airport","Millimetres","107.2"
"MTM01C1","Total Rainfall","195809","1958M09","001","Belmullet","Millimetres","118.6"
"MTM01C1","Total Rainfall","195809","1958M09","002","Birr","Millimetres","99.2"
"MTM01C1","Total Rainfall","195809","1958M09","003","Valentia Observatory","Millimetres","198.9"
"MTM01C1","Total Rainfall","195809","1958M09","004","Casement","Millimetres",""
"MTM01C1","Total Rainfall","195809","1958M09","005","Claremorris","Millimetres","127"
"MTM01C1","Total Rainfall","195809","1958M09","006","Clones","Millimetres","92.4"
"MTM01C1","Total Rainfall","195809","1958M09","007","Cork airport","Millimetres",""
"MTM01C1","Total Rainfall","195809","1958M09","008","Dublin airport","Millimetres","128.8"
"MTM01C1","Total Rainfall","195809","1958M09","009","Galway","Millimetres",""
"MTM01C1","Total Rainfall","195809","1958M09","010","Kilkenny","Millimetres","153.9"
"MTM01C1","Total Rainfall","195809","1958M09","011","Malin head","Millimetres","66.8"
"MTM01C1","Total Rainfall","195809","1958M09","012","Mullingar","Millimetres","104.4"
"MTM01C1","Total Rainfall","195809","1958M09","013","Roches Point","Millimetres","177.1"
"MTM01C1","Total Rainfall","195809","1958M09","014","Rosslare","Millimetres","134.4"
"MTM01C1","Total Rainfall","195809","1958M09","015","Shannon airport","Millimetres","91.9"
"MTM01C1","Total Rainfall","195810","1958M10","001","Belmullet","Millimetres","82.5"
"MTM01C1","Total Rainfall","195810","1958M10","002","Birr","Millimetres","47.9"
"MTM01C1","Total Rainfall","195810","1958M10","003","Valentia Observatory","Millimetres","103.8"
"MTM01C1","Total Rainfall","195810","1958M10","004","Casement","Millimetres",""
"MTM01C1","Total Rainfall","195810","1958M10","005","Claremorris","Millimetres","64"
"MTM01C1","Total Rainfall","195810","1958M10","006","Clones","Millimetres","76.9"
"MTM01C1","Total Rainfall","195810","1958M10","007","Cork airport","Millimetres",""
"MTM01C1","Total Rainfall","195810","1958M10","008","Dublin airport","Millimetres","52"
"MTM01C1","Total Rainfall","195810","1958M10","009","Galway","Millimetres",""
"MTM01C1","Total Rainfall","195810","1958M10","010","Kilkenny","Millimetres","54"
"MTM01C1","Total Rainfall","195810","1958M10","011","Malin head","Millimetres","94.4"
"MTM01C1","Total Rainfall","195810","1958M10","012","Mullingar","Millimetres","74.2"
"MTM01C1","Total Rainfall","195810","1958M10","013","Roches Point","Millimetres","40"
"MTM01C1","Total Rainfall","195810","1958M10","014","Rosslare","Millimetres","45.3"
"MTM01C1","Total Rainfall","195810","1958M10","015","Shannon airport","Millimetres","72.3"
"MTM01C1","Total Rainfall","195811","1958M11","001","Belmullet","Millimetres","78"
"MTM01C1","Total Rainfall","195811","1958M11","002","Birr","Millimetres","51.6"
"MTM01C1","Total Rainfall","195811","1958M11","003","Valentia Observatory","Millimetres","107.2"
"MTM01C1","Total Rainfall","195811","1958M11","004","Casement","Millimetres",""
"MTM01C1","Total Rainfall","195811","1958M11","005","Claremorris","Millimetres","53.7"
"MTM01C1","Total Rainfall","195811","1958M11","006","Clones","Millimetres","56.4"
"MTM01C1","Total Rainfall","195811","1958M11","007","Cork airport","Millimetres",""
"MTM01C1","Total Rainfall","195811","1958M11","008","Dublin airport","Millimetres","45.4"
"MTM01C1","Total Rainfall","195811","1958M11","009","Galway","Millimetres",""
"MTM01C1","Total Rainfall","195811","1958M11","010","Kilkenny","Millimetres","66.1"
"MTM01C1","Total Rainfall","195811","1958M11","011","Malin head","Millimetres","69.4"
"MTM01C1","Total Rainfall","195811","1958M11","012","Mullingar","Millimetres","48.5"
"MTM01C1","Total Rainfall","195811","1958M11","013","Roches Point","Millimetres","75.6"
"MTM01C1","Total Rainfall","195811","1958M11","014","Rosslare","Millimetres","84.4"
"MTM01C1","Total Rainfall","195811","1958M11","015","Shannon airport","Millimetres","55.1"
"MTM01C1","Total Rainfall","195812","1958M12","001","Belmullet","Millimetres","147"
"MTM01C1","Total Rainfall","195812","1958M12","002","Birr","Millimetres","88.2"
"MTM01C1","Total Rainfall","195812","1958M12","003","Valentia Observatory","Millimetres","150"
"MTM01C1","Total Rainfall","195812","1958M12","004","Casement","Millimetres",""
"MTM01C1","Total Rainfall","195812","1958M12","005","Claremorris","Millimetres","154.4"
"MTM01C1","Total Rainfall","195812","1958M12","006","Clones","Millimetres","102.3"
"MTM01C1","Total Rainfall","195812","1958M12","007","Cork airport","Millimetres",""
"MTM01C1","Total Rainfall","195812","1958M12","008","Dublin airport","Millimetres","90.3"
"MTM01C1","Total Rainfall","195812","1958M12","009","Galway","Millimetres",""
"MTM01C1","Total Rainfall","195812","1958M12","010","Kilkenny","Millimetres","107.7"
"MTM01C1","Total Rainfall","195812","1958M12","011","Malin head","Millimetres","141.9"
"MTM01C1","Total Rainfall","195812","1958M12","012","Mullingar","Millimetres","99.7"
"MTM01C1","Total Rainfall","195812","1958M12","013","Roches Point","Millimetres","122.9"
"MTM01C1","Total Rainfall","195812","1958M12","014","Rosslare","Millimetres","98.4"
"MTM01C1","Total Rainfall","195812","1958M12","015","Shannon airport","Millimetres","72.5"
"MTM01C1","Total Rainfall","195901","1959M01","001","Belmullet","Millimetres","72.1"
"MTM01C1","Total Rainfall","195901","1959M01","002","Birr","Millimetres","53.8"
"MTM01C1","Total Rainfall","195901","1959M01","003","Valentia Observatory","Millimetres","120.1"
"MTM01C1","Total Rainfall","195901","1959M01","004","Casement","Millimetres",""
"MTM01C1","Total Rainfall","195901","1959M01","005","Claremorris","Millimetres","86.3"
"MTM01C1","Total Rainfall","195901","1959M01","006","Clones","Millimetres","60.9"
"MTM01C1","Total Rainfall","195901","1959M01","007","Cork airport","Millimetres",""
"MTM01C1","Total Rainfall","195901","1959M01","008","Dublin airport","Millimetres","47.4"
"MTM01C1","Total Rainfall","195901","1959M01","009","Galway","Millimetres",""
"MTM01C1","Total Rainfall","195901","1959M01","010","Kilkenny","Millimetres","77.3"
"MTM01C1","Total Rainfall","195901","1959M01","011","Malin head","Millimetres","72"
"MTM01C1","Total Rainfall","195901","1959M01","012","Mullingar","Millimetres","60"
"MTM01C1","Total Rainfall","195901","1959M01","013","Roches Point","Millimetres","93"
"MTM01C1","Total Rainfall","195901","1959M01","014","Rosslare","Millimetres","92.6"
"MTM01C1","Total Rainfall","195901","1959M01","015","Shannon airport","Millimetres","76"
"MTM01C1","Total Rainfall","195902","1959M02","001","Belmullet","Millimetres","30.4"
"MTM01C1","Total Rainfall","195902","1959M02","002","Birr","Millimetres","28.5"
"MTM01C1","Total Rainfall","195902","1959M02","003","Valentia Observatory","Millimetres","46.9"
"MTM01C1","Total Rainfall","195902","1959M02","004","Casement","Millimetres",""
"MTM01C1","Total Rainfall","195902","1959M02","005","Claremorris","Millimetres","40.4"
"MTM01C1","Total Rainfall","195902","1959M02","006","Clones","Millimetres","34.7"
"MTM01C1","Total Rainfall","195902","1959M02","007","Cork airport","Millimetres",""
"MTM01C1","Total Rainfall","195902","1959M02","008","Dublin airport","Millimetres","13.1"
"MTM01C1","Total Rainfall","195902","1959M02","009","Galway","Millimetres",""
"MTM01C1","Total Rainfall","195902","1959M02","010","Kilkenny","Millimetres","19.3"
"MTM01C1","Total Rainfall","195902","1959M02","011","Malin head","Millimetres","21.2"
"MTM01C1","Total Rainfall","195902","1959M02","012","Mullingar","Millimetres","29.3"
"MTM01C1","Total Rainfall","195902","1959M02","013","Roches Point","Millimetres","22.5"
"MTM01C1","Total Rainfall","195902","1959M02","014","Rosslare","Millimetres","15.4"
"MTM01C1","Total Rainfall","195902","1959M02","015","Shannon airport","Millimetres","21.2"
"MTM01C1","Total Rainfall","195903","1959M03","001","Belmullet","Millimetres","88.1"
"MTM01C1","Total Rainfall","195903","1959M03","002","Birr","Millimetres","54.4"
"MTM01C1","Total Rainfall","195903","1959M03","003","Valentia Observatory","Millimetres","168.9"
"MTM01C1","Total Rainfall","195903","1959M03","004","Casement","Millimetres",""
"MTM01C1","Total Rainfall","195903","1959M03","005","Claremorris","Millimetres","120.8"
"MTM01C1","Total Rainfall","195903","1959M03","006","Clones","Millimetres","68.5"
"MTM01C1","Total Rainfall","195903","1959M03","007","Cork airport","Millimetres",""
"MTM01C1","Total Rainfall","195903","1959M03","008","Dublin airport","Millimetres","39.7"
"MTM01C1","Total Rainfall","195903","1959M03","009","Galway","Millimetres",""
"MTM01C1","Total Rainfall","195903","1959M03","010","Kilkenny","Millimetres","64.2"
"MTM01C1","Total Rainfall","195903","1959M03","011","Malin head","Millimetres","70.9"
"MTM01C1","Total Rainfall","195903","1959M03","012","Mullingar","Millimetres","66.7"
"MTM01C1","Total Rainfall","195903","1959M03","013","Roches Point","Millimetres","94.9"
"MTM01C1","Total Rainfall","195903","1959M03","014","Rosslare","Millimetres","69.8"
"MTM01C1","Total Rainfall","195903","1959M03","015","Shannon airport","Millimetres","63.7"
"MTM01C1","Total Rainfall","195904","1959M04","001","Belmullet","Millimetres","88.2"
"MTM01C1","Total Rainfall","195904","1959M04","002","Birr","Millimetres","87.2"
"MTM01C1","Total Rainfall","195904","1959M04","003","Valentia Observatory","Millimetres","106.8"
"MTM01C1","Total Rainfall","195904","1959M04","004","Casement","Millimetres",""
"MTM01C1","Total Rainfall","195904","1959M04","005","Claremorris","Millimetres","79.6"
"MTM01C1","Total Rainfall","195904","1959M04","006","Clones","Millimetres","81.4"
"MTM01C1","Total Rainfall","195904","1959M04","007","Cork airport","Millimetres",""
"MTM01C1","Total Rainfall","195904","1959M04","008","Dublin airport","Millimetres","44.1"
"MTM01C1","Total Rainfall","195904","1959M04","009","Galway","Millimetres",""
"MTM01C1","Total Rainfall","195904","1959M04","010","Kilkenny","Millimetres","80.1"
"MTM01C1","Total Rainfall","195904","1959M04","011","Malin head","Millimetres","82.9"
"MTM01C1","Total Rainfall","195904","1959M04","012","Mullingar","Millimetres","69.3"
"MTM01C1","Total Rainfall","195904","1959M04","013","Roches Point","Millimetres","58.3"
"MTM01C1","Total Rainfall","195904","1959M04","014","Rosslare","Millimetres","62.1"
"MTM01C1","Total Rainfall","195904","1959M04","015","Shannon airport","Millimetres","72.1"
"MTM01C1","Total Rainfall","195905","1959M05","001","Belmullet","Millimetres","37.1"
"MTM01C1","Total Rainfall","195905","1959M05","002","Birr","Millimetres","47.6"
"MTM01C1","Total Rainfall","195905","1959M05","003","Valentia Observatory","Millimetres","65.1"
"MTM01C1","Total Rainfall","195905","1959M05","004","Casement","Millimetres",""
"MTM01C1","Total Rainfall","195905","1959M05","005","Claremorris","Millimetres","47"
"MTM01C1","Total Rainfall","195905","1959M05","006","Clones","Millimetres","37.8"
"MTM01C1","Total Rainfall","195905","1959M05","007","Cork airport","Millimetres",""
"MTM01C1","Total Rainfall","195905","1959M05","008","Dublin airport","Millimetres","73.6"
"MTM01C1","Total Rainfall","195905","1959M05","009","Galway","Millimetres",""
"MTM01C1","Total Rainfall","195905","1959M05","010","Kilkenny","Millimetres","49.5"
"MTM01C1","Total Rainfall","195905","1959M05","011","Malin head","Millimetres","27.7"
"MTM01C1","Total Rainfall","195905","1959M05","012","Mullingar","Millimetres","20.4"
"MTM01C1","Total Rainfall","195905","1959M05","013","Roches Point","Millimetres","75.9"
"MTM01C1","Total Rainfall","195905","1959M05","014","Rosslare","Millimetres","38.4"
"MTM01C1","Total Rainfall","195905","1959M05","015","Shannon airport","Millimetres","58"
"MTM01C1","Total Rainfall","195906","1959M06","001","Belmullet","Millimetres","75.9"
"MTM01C1","Total Rainfall","195906","1959M06","002","Birr","Millimetres","58.2"
"MTM01C1","Total Rainfall","195906","1959M06","003","Valentia Observatory","Millimetres","67.3"
"MTM01C1","Total Rainfall","195906","1959M06","004","Casement","Millimetres",""
"MTM01C1","Total Rainfall","195906","1959M06","005","Claremorris","Millimetres","76.2"
"MTM01C1","Total Rainfall","195906","1959M06","006","Clones","Millimetres","85.4"
"MTM01C1","Total Rainfall","195906","1959M06","007","Cork airport","Millimetres",""
"MTM01C1","Total Rainfall","195906","1959M06","008","Dublin airport","Millimetres","37.2"
"MTM01C1","Total Rainfall","195906","1959M06","009","Galway","Millimetres",""
"MTM01C1","Total Rainfall","195906","1959M06","010","Kilkenny","Millimetres","54.3"
"MTM01C1","Total Rainfall","195906","1959M06","011","Malin head","Millimetres","50.5"
"MTM01C1","Total Rainfall","195906","1959M06","012","Mullingar","Millimetres","66.5"
"MTM01C1","Total Rainfall","195906","1959M06","013","Roches Point","Millimetres","60.5"
"MTM01C1","Total Rainfall","195906","1959M06","014","Rosslare","Millimetres","49.1"
"MTM01C1","Total Rainfall","195906","1959M06","015","Shannon airport","Millimetres","75.4"
"MTM01C1","Total Rainfall","195907","1959M07","001","Belmullet","Millimetres","72.4"
"MTM01C1","Total Rainfall","195907","1959M07","002","Birr","Millimetres","64.1"
"MTM01C1","Total Rainfall","195907","1959M07","003","Valentia Observatory","Millimetres","50"
"MTM01C1","Total Rainfall","195907","1959M07","004","Casement","Millimetres",""
"MTM01C1","Total Rainfall","195907","1959M07","005","Claremorris","Millimetres","81.8"
"MTM01C1","Total Rainfall","195907","1959M07","006","Clones","Millimetres","93.6"
"MTM01C1","Total Rainfall","195907","1959M07","007","Cork airport","Millimetres",""
"MTM01C1","Total Rainfall","195907","1959M07","008","Dublin airport","Millimetres","45.2"
"MTM01C1","Total Rainfall","195907","1959M07","009","Galway","Millimetres",""
"MTM01C1","Total Rainfall","195907","1959M07","010","Kilkenny","Millimetres","30.3"
"MTM01C1","Total Rainfall","195907","1959M07","011","Malin head","Millimetres","92.5"
"MTM01C1","Total Rainfall","195907","1959M07","012","Mullingar","Millimetres","66.4"
"MTM01C1","Total Rainfall","195907","1959M07","013","Roches Point","Millimetres","26"
"MTM01C1","Total Rainfall","195907","1959M07","014","Rosslare","Millimetres","43.4"
"MTM01C1","Total Rainfall","195907","1959M07","015","Shannon airport","Millimetres","61.2"
"MTM01C1","Total Rainfall","195908","1959M08","001","Belmullet","Millimetres","47.6"
"MTM01C1","Total Rainfall","195908","1959M08","002","Birr","Millimetres","19.8"
"MTM01C1","Total Rainfall","195908","1959M08","003","Valentia Observatory","Millimetres","63"
"MTM01C1","Total Rainfall","195908","1959M08","004","Casement","Millimetres",""
"MTM01C1","Total Rainfall","195908","1959M08","005","Claremorris","Millimetres","44.9"
"MTM01C1","Total Rainfall","195908","1959M08","006","Clones","Millimetres","33.3"
"MTM01C1","Total Rainfall","195908","1959M08","007","Cork airport","Millimetres",""
"MTM01C1","Total Rainfall","195908","1959M08","008","Dublin airport","Millimetres","17.6"
"MTM01C1","Total Rainfall","195908","1959M08","009","Galway","Millimetres",""
"MTM01C1","Total Rainfall","195908","1959M08","010","Kilkenny","Millimetres","19.5"
"MTM01C1","Total Rainfall","195908","1959M08","011","Malin head","Millimetres","35.5"
"MTM01C1","Total Rainfall","195908","1959M08","012","Mullingar","Millimetres","19.3"
"MTM01C1","Total Rainfall","195908","1959M08","013","Roches Point","Millimetres","26.2"
"MTM01C1","Total Rainfall","195908","1959M08","014","Rosslare","Millimetres","14.5"
"MTM01C1","Total Rainfall","195908","1959M08","015","Shannon airport","Millimetres","29.9"
"MTM01C1","Total Rainfall","195909","1959M09","001","Belmullet","Millimetres","46.2"
"MTM01C1","Total Rainfall","195909","1959M09","002","Birr","Millimetres","36.1"
"MTM01C1","Total Rainfall","195909","1959M09","003","Valentia Observatory","Millimetres","60.9"
"MTM01C1","Total Rainfall","195909","1959M09","004","Casement","Millimetres",""
"MTM01C1","Total Rainfall","195909","1959M09","005","Claremorris","Millimetres","81.9"
"MTM01C1","Total Rainfall","195909","1959M09","006","Clones","Millimetres","56.1"
"MTM01C1","Total Rainfall","195909","1959M09","007","Cork airport","Millimetres",""
"MTM01C1","Total Rainfall","195909","1959M09","008","Dublin airport","Millimetres","24.3"
"MTM01C1","Total Rainfall","195909","1959M09","009","Galway","Millimetres",""
"MTM01C1","Total Rainfall","195909","1959M09","010","Kilkenny","Millimetres","26.5"
"MTM01C1","Total Rainfall","195909","1959M09","011","Malin head","Millimetres","36.4"
"MTM01C1","Total Rainfall","195909","1959M09","012","Mullingar","Millimetres","55.6"
"MTM01C1","Total Rainfall","195909","1959M09","013","Roches Point","Millimetres","16.1"
"MTM01C1","Total Rainfall","195909","1959M09","014","Rosslare","Millimetres","7.6"
"MTM01C1","Total Rainfall","195909","1959M09","015","Shannon airport","Millimetres","44.7"
"MTM01C1","Total Rainfall","195910","1959M10","001","Belmullet","Millimetres","136.2"
"MTM01C1","Total Rainfall","195910","1959M10","002","Birr","Millimetres","142.7"
"MTM01C1","Total Rainfall","195910","1959M10","003","Valentia Observatory","Millimetres","208"
"MTM01C1","Total Rainfall","195910","1959M10","004","Casement","Millimetres",""
"MTM01C1","Total Rainfall","195910","1959M10","005","Claremorris","Millimetres","159.7"
"MTM01C1","Total Rainfall","195910","1959M10","006","Clones","Millimetres","128.5"
"MTM01C1","Total Rainfall","195910","1959M10","007","Cork airport","Millimetres",""
"MTM01C1","Total Rainfall","195910","1959M10","008","Dublin airport","Millimetres","106.7"
"MTM01C1","Total Rainfall","195910","1959M10","009","Galway","Millimetres",""
"MTM01C1","Total Rainfall","195910","1959M10","010","Kilkenny","Millimetres","132.6"
"MTM01C1","Total Rainfall","195910","1959M10","011","Malin head","Millimetres","132"
"MTM01C1","Total Rainfall","195910","1959M10","012","Mullingar","Millimetres","143.6"
"MTM01C1","Total Rainfall","195910","1959M10","013","Roches Point","Millimetres","130.6"
"MTM01C1","Total Rainfall","195910","1959M10","014","Rosslare","Millimetres","121.1"
"MTM01C1","Total Rainfall","195910","1959M10","015","Shannon airport","Millimetres","139.4"
"MTM01C1","Total Rainfall","195911","1959M11","001","Belmullet","Millimetres","167.4"
