Year for CO2,CO2 (ppmv),CO2 Source,Temperature_Year,Temperature_anomaly,N2O Year,N2O (ppb),date,Average (C),Season,Weather_station_source,year,Statistic Label,Median montly series,Moving Average,Meteorological Weather Station
-594000.0,221.2,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-593239.0,232.9,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-592689.0,238.0,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-591920.0,238.1,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-591465.0,233.2,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-590747.0,229.4,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-590329.0,225.7,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-588943.0,237.4,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-588385.0,243.6,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-587918.0,248.1,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-587274.0,250.2,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-586766.0,246.3,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-586084.0,238.8,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-585697.0,234.4,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-584943.0,226.0,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-584456.0,224.0,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-581463.0,210.6,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-581084.0,206.7,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-580441.0,209.9,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-580050.0,215.4,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-579557.0,219.4,Dome C (Siegenthaler et al. 2005 - Bern),-579557.0,-4.1,,,,,,,,,,,
-579210.0,225.2,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-578745.0,230.3,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-578450.0,236.2,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-578069.0,243.8,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-577871.0,244.1,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-577485.0,251.5,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-576907.0,252.9,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-576355.0,249.1,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-575819.0,251.1,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-575292.0,251.3,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-574773.0,251.3,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-574272.0,252.9,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-573780.0,252.5,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-573315.0,248.9,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-572853.0,252.1,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-572403.0,251.9,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-571952.0,251.8,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-571512.0,248.7,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-571087.0,249.2,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-570669.0,247.7,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-570240.0,246.3,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-569825.0,250.3,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-569417.0,251.6,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-569005.0,249.6,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-568598.0,251.8,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-568189.0,251.8,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-567778.0,251.3,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-567381.0,250.0,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-566996.0,251.3,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-566606.0,250.2,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-566217.0,253.0,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-565827.0,252.8,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-565431.0,253.9,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-565057.0,253.2,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-564669.0,254.5,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-564283.0,253.9,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-563901.0,254.3,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-563516.0,253.7,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-563127.0,251.4,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-562749.0,252.6,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-562361.0,252.4,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-561968.0,251.4,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-561567.0,247.6,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-561165.0,245.8,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-560740.0,245.7,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-560322.0,242.3,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-559896.0,240.1,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-559359.0,234.1,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-558980.0,234.6,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-558509.0,231.9,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-558022.0,231.6,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-557511.0,228.3,Dome C (Siegenthaler et al. 2005 - Bern),-557511.0,-6.48,,,,,,,,,,,
-556979.0,230.3,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-556443.0,230.2,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-556233.0,229.7,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-555937.0,234.5,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-555435.0,238.1,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-554939.0,240.4,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-554774.0,245.6,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-554414.0,250.5,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-554193.0,244.0,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-553889.0,249.1,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-553687.0,243.0,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-553395.0,241.0,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-552881.0,233.9,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-552304.0,226.7,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-551676.0,224.3,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-551011.0,223.6,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-550300.0,220.3,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-550029.0,222.1,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-549502.0,226.3,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-549174.0,222.3,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-548687.0,221.7,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-547880.0,219.9,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-546983.0,215.2,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-546022.0,213.6,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-545623.0,208.8,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-545063.0,202.5,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-544006.0,204.6,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-542854.0,209.7,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-541726.0,209.6,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-540552.0,210.3,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-539395.0,208.1,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-538204.0,203.6,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-537009.0,205.0,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-535820.0,211.2,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-534672.0,212.9,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-533533.0,206.4,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-532414.0,205.0,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-531296.0,199.4,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-530169.0,199.8,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-529712.0,190.5,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-529085.0,193.8,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-528735.0,195.1,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-528066.0,200.0,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-527690.0,204.4,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-527151.0,211.4,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-526797.0,214.5,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-526312.0,220.7,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-525504.0,220.3,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-524711.0,221.2,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-523958.0,222.7,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-523214.0,224.7,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-522459.0,227.8,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-521716.0,230.3,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-520973.0,233.7,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-520266.0,235.8,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-519602.0,236.8,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-518942.0,241.9,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-517015.0,243.5,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-516384.0,245.5,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-515756.0,247.7,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-515119.0,245.3,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-514467.0,245.5,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-513821.0,246.2,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-513163.0,247.2,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-512479.0,243.0,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-511774.0,241.5,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-511047.0,239.2,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-510319.0,238.2,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-509565.0,242.0,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-508815.0,235.2,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-508058.0,236.4,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-507297.0,233.4,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-506526.0,240.3,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-505764.0,237.0,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-505061.0,238.2,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-504337.0,236.0,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-503566.0,235.5,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-502827.0,233.9,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-502133.0,234.1,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-501425.0,232.2,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-500675.0,232.0,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-499916.0,231.2,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-499180.0,230.8,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-498413.0,228.2,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-497660.0,230.8,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-496915.0,230.6,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-496154.0,232.8,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-495416.0,236.5,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-494658.0,236.4,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-493903.0,237.6,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-493135.0,238.5,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-492361.0,238.3,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-491557.0,239.1,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-490788.0,239.7,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-490009.0,243.7,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-489241.0,246.7,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-488495.0,243.3,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-487772.0,242.6,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-487525.0,249.3,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-487046.0,252.8,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-486739.0,240.9,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-486318.0,242.0,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-485591.0,237.1,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-484866.0,231.3,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-484093.0,232.9,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-483326.0,233.0,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-482515.0,231.2,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-481699.0,231.4,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-480853.0,231.4,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-479982.0,227.3,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-479085.0,223.4,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-478158.0,223.8,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-477194.0,218.8,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-476771.0,220.8,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-476174.0,231.3,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-475769.0,236.5,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-475212.0,239.1,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-474290.0,236.6,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-473268.0,232.8,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-472212.0,233.1,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-471152.0,241.2,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-470145.0,245.6,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-469813.0,243.9,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-469096.0,243.7,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-468647.0,232.7,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-467991.0,229.2,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-467520.0,218.7,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-466860.0,215.5,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-466373.0,206.5,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-465652.0,205.5,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-464315.0,203.4,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-462916.0,204.4,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-461506.0,208.1,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-460183.0,210.0,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-459737.0,205.2,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-458842.0,199.9,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-457480.0,194.4,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-456099.0,190.7,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-454641.0,195.5,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-453329.0,202.4,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-452073.0,208.3,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-451564.0,203.3,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-450845.0,204.3,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-450333.0,199.1,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-449643.0,192.5,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-448505.0,193.3,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-447294.0,198.4,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-446153.0,201.9,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-445034.0,204.9,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-443879.0,201.2,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-442700.0,201.7,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-441612.0,208.1,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-440461.0,203.5,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-439270.0,201.1,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-437615.0,199.1,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-436406.0,202.0,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-435202.0,201.3,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-434039.0,201.7,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-432854.0,200.3,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-431724.0,207.5,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-430649.0,209.8,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-429495.0,207.6,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-429113.0,211.5,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-427926.0,227.2,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-427056.0,219.7,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-425616.0,242.5,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-425335.0,248.2,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-424648.0,252.1,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-424025.0,255.3,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-423619.0,265.4,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-423292.0,270.0,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-422890.0,270.8,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-422382.0,268.3,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-421814.0,267.7,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-420699.0,270.6,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-420124.0,266.4,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-419534.0,268.6,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-418400.0,273.8,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-417858.0,271.2,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-417310.0,273.7,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-416295.0,274.6,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-415748.0,271.8,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-415241.0,273.4,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-414243.0,271.7,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-413767.0,276.4,Dome C (Siegenthaler et al. 2005 - Bern),,,,,,,,,,,,,
-413013.0,271.6,Dome C (Siegenthaler et al. 2005 - Grenoble),,,,,,,,,,,,,
-411998.0,264.9,Dome C (Siegenthaler et al. 2005 - Grenoble),,,,,,,,,,,,,
-411012.0,274.9,Dome C (Siegenthaler et al. 2005 - Grenoble),,,,,,,,,,,,,
-409121.0,283.5,Dome C (Siegenthaler et al. 2005 - Grenoble),,,,,,,,,,,,,
-408256.0,282.6,Dome C (Siegenthaler et al. 2005 - Grenoble),,,,,,,,,,,,,
-407433.0,274.2,Dome C (Siegenthaler et al. 2005 - Grenoble),,,,,,,,,,,,,
-407433.0,275.2,Dome C (Siegenthaler et al. 2005 - Grenoble),,,,,,,,,,,,,
-406650.0,284.5,Dome C (Siegenthaler et al. 2005 - Grenoble),,,,,,,,,,,,,
-405143.0,285.6,Dome C (Siegenthaler et al. 2005 - Grenoble),,,,,,,,,,,,,
-404418.0,279.6,Dome C (Siegenthaler et al. 2005 - Grenoble),,,,,,,,,,,,,
-402977.0,280.5,Dome C (Siegenthaler et al. 2005 - Grenoble),,,,,,,,,,,,,
-402231.0,276.5,Dome C (Siegenthaler et al. 2005 - Grenoble),,,,,,,,,,,,,
-400781.0,275.7,Dome C (Siegenthaler et al. 2005 - Grenoble),,,,,,,,,,,,,
-400050.0,283.1,Dome C (Siegenthaler et al. 2005 - Grenoble),,,,,,,,,,,,,
-398554.0,283.2,Dome C (Siegenthaler et al. 2005 - Grenoble),,,,,,,,,,,,,
-397772.0,277.1,Dome C (Siegenthaler et al. 2005 - Grenoble),,,,,,,,,,,,,
-396136.0,276.3,Dome C (Siegenthaler et al. 2005 - Grenoble),,,,,,,,,,,,,
-392610.0,260.7,Dome C (Siegenthaler et al. 2005 - Grenoble),,,,,,,,,,,,,
-391629.0,273.6,Dome C (Siegenthaler et al. 2005 - Grenoble),,,,,,,,,,,,,
-390594.0,259.5,Dome C (Siegenthaler et al. 2005 - Grenoble),,,,,,,,,,,,,
-389946.0,266.3,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005),,,,,,,,,,,,,
-387996.0,250.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005),,,,,,,,,,,,,
-386112.0,255.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005),,,,,,,,,,,,,
-384194.0,259.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005),,,,,,,,,,,,,
-383448.0,264.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005),,,,,,,,,,,,,
-382584.0,258.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005),,,,,,,,,,,,,
-380720.0,245.8,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005),,,,,,,,,,,,,
-379182.0,246.8,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005),,,,,,,,,,,,,
-377746.0,239.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005),,,,,,,,,,,,,
-376146.0,240.0,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005),,,,,,,,,,,,,
-374618.0,227.0,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005),,,,,,,,,,,,,
-370696.0,229.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005),,,,,,,,,,,,,
