year,CO2 (ppmv)
39217.06604,210.675856660354
39322.275,203.81318116918754
39475.79,204.78551045699257
39662.5814,200.07946797327006
39876.21141999999,199.7889241647409
40028.85,197.11125822742684
40137.479999999996,195.89720776629443
40308.4,197.90454896091208
40485.94648,201.32268604261674
40553.43999999997,201.48445246633034
40754.3,200.46615960740988
40907.388600000006,200.96619797440226
41167.90404000001,201.53203042679758
41303.5942,204.18539759772148
41605.9736,205.49006636725477
41759.207500000004,201.12434903906262
41900.68680000001,199.89056576724948
42315.817500000005,200.8960917386434
42628.3001,204.82674347655342
42849.867,206.35415471090323
42968.078199999996,204.26047843855292
43171.885,203.16207190191966
43350.662500000006,201.66462398159248
43515.82055000001,204.2219503591491
43661.157549999996,203.18091908152513
43809.01,201.68967291161366
44095.19614999999,204.30591912829976
44204.44639999999,201.99679013111552
44350.46499999999,206.22156348649375
44490.50250000001,204.82615482707928
44655.53499999998,212.28537276723182
44816.0105,210.4383494018988
44996.156999999985,211.4870756888481
45142.015,207.9533487146811
45280.38750000001,213.9182293789752
45460.322400000005,214.5013713408328
45696.05500000001,217.51186974587569
45877.10855000001,222.71746789063323
46057.33380000001,221.7721744693644
46181.255,219.24687294689662
46308.5475,218.34888238109227
46635.901999999995,216.41663219437746
46746.4378,214.18284619947886
46887.935000000005,210.83763232817873
47086.27499999999,210.2720270577908
47314.97619999998,207.5966069009341
47524.35689999999,204.25993514002081
47710.390000000014,203.7878948817506
47943.751099999994,205.65965094423697
48223.18175000001,206.18208295015899
48427.859999999986,200.97514386943084
48987.952649999985,201.57862918592315
49302.98039999999,200.12004323663527
49462.655249999996,204.05803785391646
49728.31500000001,203.8713291389937
50006.51000000001,204.37676012041777
50220.546899999994,206.74402693868802
50527.41474999999,207.40999031146947
51029.17010000002,207.63643592103043
51431.446599999996,211.57084710504336
51779.530000000006,215.07712976760632
52086.81984999999,213.81781717736385
52384.780900000005,219.08254103386616
52573.676,220.7236106732058
52800.742500000015,221.1479059817251
53108.25250000001,223.71721395019227
53400.45315000001,223.261990272584
53806.25204999999,221.13790909272413
54156.60319999998,220.3743647767866
54387.125000000015,217.95673832028174
54694.61249999999,213.88701388029443
55014.48765000002,216.8579026931373
55293.459149999995,208.19350573591464
55553.13,214.7766439566713
55909.53739999998,210.2748744860088
56237.12940000001,207.67411308560085
56503.58249999998,212.4366913146648
57210.94264999999,215.69652704379405
57476.264999999985,217.37632438255054
57843.72470000001,223.71829246142204
58217.01230000002,224.35339767076476
58433.319999999985,223.14855036746204
59105.06914999999,231.29357613421678
59380.40500000001,226.35329184425117
59733.46935,223.45481611599993
60245.89859999997,227.14373352769468
60425.75999999998,222.3235337089963
60770.09000000001,220.9626915237875
61212.96724999999,215.79052504439562
61710.63349999998,212.01818641577057
62036.20059999997,209.82213270668063
63455.299999999974,199.4574585139323
64065.85229999998,197.6678460969108
64572.58500000003,203.5522116260079
65159.84140000003,205.73929662190696
65928.20040000005,205.34653640349373
66422.35749999998,199.1114801740536
67065.31499999996,196.79155001988389
67964.88089999996,202.48022841803123
68952.10940000003,208.1629501805594
69672.40420000005,207.65262466240344
43205.41283333333,193.77643018978202
43761.68897777779,199.2638780677422
44024.70106666666,188.6198931670105
44580.9120888889,199.97729629857014
44853.28806666666,212.4053031505864
45319.785599999996,209.09512138802032
45621.378866666666,211.96055472799657
46165.16346666667,217.5703443366966
46362.843199999996,207.42549687705542
46837.661049999995,206.77969645820593
47095.36259999999,199.65714105163704
47622.03736666668,205.29663960346429
47939.4729,200.27518902506057
48471.90428235294,199.11577167355696
48700.061133333315,193.5907154340149
49241.59037333333,199.4091172089488
49585.836,202.36322819891456
50117.80266666667,200.28839159154657
50469.37879999998,202.7999369155279
50955.96977777778,205.89485852332405
51340.23256666665,205.32865881359385
51785.817763157895,210.443352460759
52038.38396666667,210.71331989323738
52187.25400000001,213.7931806160555
52558.07573333334,217.99937405737356
52856.10506666667,218.1854167443617
52949.639533333335,215.9146188892109
53329.737433333336,220.4289677893804
53498.3427,219.0064334629168
53718.288100000005,218.4133767171881
54117.91999999999,212.74650754091184
54227.6607,214.46398055863634
54451.73483333334,211.89130121561072
54835.838533333335,208.68085212832077
55090.96833333333,209.42191842775998
55271.9369,209.6887435935284
55680.87519999999,209.46570805759598
55981.47906666667,203.35487758301343
56071.212333333344,205.04913441856604
56549.5588,205.37224115692044
56742.31066225166,203.69959245916777
56903.586879194634,208.19401161762693
57323.26713333333,210.73515195107294
57662.1288,217.75109321276113
57748.648000000016,214.24316362982537
58095.83493333333,219.03554929831557
58384.53382550336,218.40884082584708
58455.86577181208,225.73134591592168
58737.84586666667,218.44237754681717
58990.2377,221.59262927822675
59101.39300000001,226.80312069746438
59433.24923333333,223.41245330991646
59694.21053333333,221.8391329078553
59772.21376666667,223.9076149787928
60109.88306666667,216.66068075629482
60373.05923333333,212.87091028761074
60516.6315,217.25313232793502
60817.61723333333,213.77895408048403
,194.36
,191.14
,192.54
,204.27
21248.631442105256,195.37
21503.36658596491,197.12
22078.42951929825,195.81
22553.14352631579,199.75
22754.539888888885,194.62
23071.955573099418,195.97
23629.82823712575,194.74
24116.4692089155,189.76
25307.182204258148,192.21
25995.221357285427,184.4
26512.063943446432,188.07
27259.035802395192,201.96
27693.168510578827,204.98
28071.089701149423,205.91
28441.64703448276,207.48
28936.901599999997,205.54
29378.507837383593,201.49
29838.655434042685,197.51
30249.941804692684,195.36
31385.127210125982,195.09
31869.031639043547,202.29
32386.55300824343,203.67
33810.9040829189,208.11
34079.2216667095,205.25
34357.3006880081,201.53
34621.713952768914,213.08
35267.35328733695,206.62
35703.28144550185,209.93
36309.933554517265,207.76
36780.16989450864,212.63
37070.871617079945,213.98
37383.69898919118,217.48
37835.938862687624,216.21
38113.60340469547,216.52
38250.73973165234,212.5
38354.555040743166,211.09
38501.793967214006,214.78
38796.56660670851,207.63
39226.81671972054,214.06
39352.777960321844,213.84
39566.08420375677,203.03
39957.36497450636,202.11
40201.47365004355,203.78
40689.35096815931,203.4
41510.6454995734,201.3
41977.60615322471,202.69
43014.31344531504,204.64
43878.84470510927,207.18
44450.238164848546,210.31
45030.766204903004,214.57
45603.00502454226,216.83
45795.385209892396,215.54
45971.294039293556,219.62
46361.762341872294,221
46585.808263374085,217.56
46668.18345075339,219.39
46755.93230394305,218.62
46887.23476824368,217.23
47124.46570884761,211.58
47386.67072342535,206.99
47529.41879302349,209.25
48053.56442620545,205.61
48463.7304769868,204.28
49046.722772015026,205.36
49248.98795669546,205.51
49964.4666112057,201.79
50478.416447343465,211.47
50594.47364390933,207.15
50828.05513124799,212.35
51285.613599001284,213.91
51943.48346521764,216.76
52591.258609723904,215.07
52929.77341839498,218.12
53142.15539590807,221.08
53664.728061730144,216.69
53883.754763977544,217.93
54080.3264774583,218.83
54352.663989320026,219.08
54555.65111058328,215.7
55157.824645599365,212.28
55812.25808452401,213.25
56395.130495429294,205.57
56666.77718484847,212.48
57380.46836825757,215.94
57916.30672111111,215.25
58447.12167785236,218.27
58576.79414285715,223.09
59375.066919047626,222.69
59722.99039740909,224.99
60152.00830181819,220.11
60572.44557000001,224.21
60721.848744954536,217.96
61043.269390909096,218.85
61730.224668,210.28
62315.519277136365,212.26
63092.70129672729,204.65
63516.77285090909,206.76
64170.74265272728,204.06
66844.35878966852,208.22
67710.97626998094,207.08
68711.87494595806,217.67
69762.23527976635,211.79
69810.03190797969,219.64
69870.25293510882,222.4
69996.61201457655,223.63
70176.73907579332,220.43
71179.87734916792,244.03
71340.8628796335,240.28
71493.80051787224,246.47
71640.50139550788,247.22
71934.05650032568,249.96
71958.33122641816,248.32
72090.64133884,238.7
72220.08148012859,238.61
72310.14899974415,238.78
72412.9211636226,238.84
72513.99982963181,231.99
72704.78545641479,237.98
72996.99444051753,237.26
73125.60639471805,233.74
73413.47709101395,234.85
73650.49840335047,234.35
74424.91800821823,237.17
74474.22115849078,236.62
74892.83118950925,240.58
75438.97178886719,246.81
75676.73733717816,244.19
75820.70498742138,246.3
75970.67187059269,236.93
76105.28135105768,242.8
76248.53543205641,241.26
76301.76779035627,237.79
76618.29249247185,240.63
76753.99194434907,235.11
77032.90802744415,231.11
77294.39133905084,228.82
77530.54340384982,223.79
77898.3363464837,230.49
78332.44065370689,228.85
78564.63523499138,226.25
78878.64658433384,229.45
79488.67721650463,229.56
80255.06251191156,232.82
80440.6466457023,240.83
81230.65994841554,235.51
81796.92488258806,238.65
82419.42048413375,240.08
82542.91875267749,233
83513.81638732464,250.22
83624.43532730482,246.47
83651.30776764936,244.08
83935.88614110622,250.7
84062.3123464723,248.75
84131.89767693008,237.44
85328.56828551074,240.19
85501.30615549788,240.36
85857.76287401968,233.84
86375.50133219382,241.73
86567.61787946925,220.23
87053.40426290368,225.72
87522.56884196098,228.99
87883.15908228018,229.26
87997.84096899036,218.37
88038.89074353047,222.25
88430.77376878503,236.19
88470.13775419063,235.65
88531.37062037719,242.07
9274.2,256.9
9274.2,261.57
9516.193333333333,258.3
10178.3,265.55
10178.3,258.4
10801.233333333334,268
10828.066666666668,266.91
10828.066666666668,268.21
11063.533333333333,262.8
11509,261.39
11509,262.37
11528.5,263.23
11545.1,260.3
11545.1,258.46
11984.533333333333,247.84
11984.533333333333,252.26
12272.933333333334,246.8
12272.933333333334,250.44
12492.699999999999,245.26
12492.699999999999,244.68
12795.4,238.67
13084.933333333334,236.02
13084.933333333334,237.24
13144.766666666666,236.96
13144.766666666666,233.57
13384.8,238.9
13384.8,236.98
13587.733333333334,238.02
13608.7,237.63
13668.8,238.02
13818.4,241.54
13818.4,241.97
13904.2,237.72
14230.433333333334,238.32
14355.633333333331,239
14576.733333333334,239.03
14677.7,241
14677.7,236.98
14739.566666666666,232.52
14853.633333333333,228.76
15024.699999999999,227.7
15381.1,228.24
15470.56666666667,227.99
15772.7,225.44
16025.4,219.05
16118.266666666666,221.08
16344.900000000003,217.69
16486.5,215.5
16943.533333333333,210
17266.766666666666,201.12
17368.43333333333,195.8
17616.5,194.05
18466.33333333333,188.63
18848.300000000007,187.61
19048.73333333333,188.37
19404.1,188.26
19576.633333333335,189.01
19825,189.39
20120.833333333336,188.37
20420.6,188.96
20757.933333333338,189.12
21038.9,189.74
22229.599999999995,185.16
124858.66666666667,277.64
125326,275.61
125326,278.5
125561.33333333333,271.68
125807.66666666667,272.59
126306.33333333333,273.47
126739,267.19
127078,271.56
127503.33333333333,274.81
127660,277.27
127829,287.48
128172.66666666667,290.23
128507.33333333333,290.49
128878,269.37
129254.33333333333,264.77
129437,262.02
129659.33333333333,263.41
130033,261.69
130249,256.15
130678,250.59
131152.33333333334,243.17
131695,237.9
132425.3333333333,231.29
133071.66666666666,225.26
133358,221.53
134074.33333333334,210.48
134970.66666666666,205.67
135387,204.27
135904,199.63
135904,199.03
137069,193.45
138119.33333333334,196.78
139274,191.09
140527.33333333334,186.38
141093,184.07
142449,193.07
152007,200.6
152578.33333333334,202.96
153135,197.17
12890.30606060606,237.63
13665.230424242425,238.59
14033.384848484848,239.64
14250.630181818182,240.84
15335.645939393937,227.77
15845.264242424242,225.01
16185.432848484847,222.92
17092.363636363636,210.65
17828.582121212126,197.6
18420.960606060606,193.61
19521.784848484847,188.38
20069.490909090913,189.92
20683.183939393948,187.59
21280.336666666662,190.55
21382.60303030303,188.83
21426.141090909092,189.89
21891.5593939394,187.25
22117.93006060606,191.58
22294.476363636364,190.53
22490.945454545454,191.63
22595.81818181818,192.16
23120.9696969697,193.59
23435.604000000003,191.5
25171.134484848488,189.96
25396.817878787882,187.07
104331.2290909091,238.88
104966.44545454546,242.36
105507.14848484848,248.78
105989.87272727274,257.58
106256.37575757576,241.4
106368.25454545455,244.83
106974.81818181818,240.34
108401.90909090909,236.43
109129.41818181818,244.44
109839.9696969697,244.13
110555.36363636363,246.69
111876.80000000002,257.93
112636.06060606062,256.79
112941.72727272728,263.12
113119.2696969697,264.75
113678.63636363635,260.58
114250,267.9
114815.39393939394,275.07
115446.67272727273,276.96
115908.57575757576,273.16
116475.57575757576,273.63
117185.55454545454,274.03
117619.36363636363,274.98
119242.51515151515,267.74
119715.5,274.59
120144.12121212122,268.73
120542.90909090909,276.82
121426.01515151517,279.48
121841.9696969697,276.61
122100.00181818182,278.25
122292.36363636363,279
123013.95454545454,279.16
123630.90909090909,274.6
123959.48484848485,275.87
124404.51515151515,281.54
124817.45454545454,275.52
125292.63333333335,276.81
126013.70303030303,275.15
126699.90909090909,273.02
126962.0303030303,274.93
127313.8303030303,275.78
127503.5496969697,276.88
128024.47636363636,276.03
128172.66666666667,280.72
128466.72727272726,285.76
128878,271.08
129078.03636363636,268.44
129655.63636363637,260.61
130373.0303030303,251.84
130818.36363636363,250.84
131322.19999999998,241.13
131976.24242424243,232.28
132709.87878787878,228
132931.95757575758,224.63
133775.80606060606,222.74
134522.2787878788,212.43
137763.42424242423,199.18
138834.296969697,198.55
139949.96969696967,192.75
142360.5618181818,196.51
143651.30000000002,194.59
144799.59090909088,196.02
146108.24363636365,193.59
148233.46545454545,195.81
149466.14545454548,201.78
150594.8848484849,202.51
151444.85454545452,202.35
153774.6575757576,198.78
154889.1272727273,196.3
156306.8181818182,189.38
-46.5,359.5
-44.5,356.9
-42.40000000000009,353.6
-39.799999999999955,349.7
-33.700000000000045,341.2
-23,326.4
-23,329.2
-20,324.8
-17,322.9
-14,319
-9,316.3
-8,314.4
-7,314
-6.099999999999909,316.3
-5,313.5
-5,313.8
-4,311.7
-3,312.1
0,312.6
1,311.2
2,310.5
3,310.8
3,310
3,311.5
4,311.5
5,309.7
6,311.4
6,312.1
6,311.3
7,310.5
7,311
7.900000000000091,312.3
8,310.3
8,310.9
8,311.6
9,310.7
10,311.9
11,310.9
12,309.6
13,309
15,307.8
17,307.2
21,307.8
21,305.7
26,305.2
27,303.2
31,303.3
31,303.6
36,300
36,300.7
38,298.4
41,300.4
46,295.1
48,295.7
48,295
51,296
51,296.2
54,298.2
56,293.8
61,291.5
61,292.2
64,290.6
66,289.8
66,289
76,290.5
77,287.2
81,287.7
83,285.2
86,285.4
91,286.5
96,287
98,288.6
101,287.7
104,283.3
104,285
106,286.5
112,284.1
115,283.7
124,281.3
136,284.3
150,281.1
156,281.5
169,276.8
176,277.8
187,276.3
198,276.4
207,276.7
216,278.2
227,276.9
260,276.3
310,276.6
321,274.5
340,271.8
362,281
390,281.7
519,282.5
521,279.5
539,279.6
600,280.1
644,281.5
674,281.1
692,282.1
743,283.6
790,283.9
845,282.8
892,282.8
925,280.8
945,280.5
982,278.5
1006,279.1
1053,278.9
1093,279.3
1151,278.5
1186,278.5
1220,278.5
1252,279.7
1282,279.4
1318,278.3
1354,276.9
1378,277.6
1413,276
1450,276.4
1489,276.7
1522,276.9
1585,277
1621,278.9
1648,279.8
1676,280.1
1722,281.5
1748,280.7
1782,280.1
1814,278.1
1846,277.5
1894,277.4
1920,277.9
1949,276.7
10.099999999999909,311.57765024925
14.599999999999909,307.0674781955417
16.799999999999955,306.5317656496
25,303.90778620500004
33.59999999999991,298.793713975625
40.90000000000009,300.73731028275
49.299999999999955,295.9004680516
58,294.02306849449997
67.20000000000005,292.0720063885
78.5,289.8024035305
88.40000000000009,288.27606242716666
92.40000000000009,286.70990372983334
101.59999999999991,286.91562796549994
111,285.27978847866666
121.59999999999991,285.9434150453333
126,286.0263683661667
138,284.3991560247
144.19999999999982,284.37559728158334
145,282.64270240937503
153.79999999999995,283.7318795119167
163.20000000000005,281.7260682141667
164.29999999999995,284.20139530783337
172.4000000000001,281.80570340216667
180,280.0052845268
191,281.67961435449996
199.9000000000001,280.1101375243333
206.79999999999995,280.6310843791667
215.4000000000001,278.7132036015
223.79999999999995,281.39093679800004
233.5999999999999,278.9454728998333
242.9000000000001,279.0203678980714
251.19999999999982,279.452317690125
257,278.860030979375
266.20000000000005,279.0997660765833
274.79999999999995,277.7237363906
280.9000000000001,277.9964869095
305.9000000000001,279.173594532125
314.5,278.835144983125
318.5,281.30632441075005
329.9000000000001,278.5522741590834
336.9000000000001,282.20940956355554
348.5999999999999,280.875796675625
354.5,279.915197220375
363.0999999999999,283.2165734829
369.79999999999995,283.8928089543333
375.70000000000005,286.3780904465
385.9000000000001,285.50011249880004
396.5999999999999,285.7728630177
402.5,283.8911498879167
413.9000000000001,286.328318454
419.5999999999999,284.693308500375
430.29999999999995,285.531966574
436.20000000000005,285.305504008125
449.5999999999999,285.3262423383333
458.5,282.17235708025
468,282.72814432983336
477.9000000000001,283.3154538413333
482.79999999999995,283.7766743051667
493.0999999999999,281.08981624337497
502.70000000000005,283.5112236785
510.5999999999999,281.85381632825
521.9000000000001,282.51246569566666
528.7,284.556435521
537.2,282.5356926255
543.5,284.76050069025
558.7,285.2233802205
568.5999999999999,283.53610967475004
571.3,284.13171451833335
580.8,285.31628793983333
593.8,284.6838518218
601.7,283.7169479141666
610.9000000000001,284.9105276962143
621,284.54025962343746
629.7,284.3780858812084
638,285.37601433083336
646.9000000000001,283.78994683650006
652.3,284.3706200823333
664,284.683354101875
671.1000000000001,283.717777447375
679.8,284.8683400073333
688.3999999999999,286.12923048399995
695.2,283.22752332125003
701.6000000000001,284.32084808983336
714.8999999999999,283.55435940533334
725.8,286.19780522922224
732.4000000000001,284.07530626016666
738.0999999999999,284.24784916749996
744.5999999999999,284.2743942301667
746.8,287.4929830785
756.3,286.4743162986667
770.5,285.141256432875
780.3,286.27356926225
800,287.36855309725
806.3,284.56141272025
823.6999999999998,286.149139281
833.0999999999999,285.2698340801667
847,286.52989502362493
859.5999999999999,285.4058775263333
867.5,285.44486558712504
873.3,284.5232541926667
877.8,283.33204450550005
903.3,283.88451362225
907.4000000000001,282.13253948625004
908.5999999999999,282.25497858780005
911,280.60122118366667
919.9000000000001,282.896539571125
934.1,284.02221613483334
948.3,282.025529702375
956.9,282.047927099
122.68114000000011,290.6255743362656
134.11314000000013,290.38523380722086
145.61182666666656,288.3972053894925
159.94379416666683,287.79603246127266
174.47412750000015,283.1331063741354
189.0286780555557,283.2962000061526
202.41643416666682,281.62346465028895
215.77876750000016,280.2772560984432
230.62197916666668,284.5562303016557
243.4036875,279.60253253965857
258.4008919444443,276.8792872103132
272.9111741666668,280.5262742630634
286.76465000000013,281.0796652352811
300.5846500000001,280.4899941447299
314.4046500000002,278.17591036520093
329.57855500000016,280.47467939521056
344.8125550000002,278.2307402046599
360.0465550000002,279.5672086515939
374.10538333333346,280.5883336119609
387.9719833333332,281.9463967448819
405.01771583333317,279.60681011154196
417.1027824999998,280.2185167627642
433.8708125,280.8387532156813
442.85908083333356,280.51794310142094
447.3154491666665,283.1798616350835
479.8003227777777,281.1102720780126
493.82594416666683,283.40090808641014
495.3920833333333,283.5574917184691
508.3231899999998,280.5358164603516
524.45075,282.76089269551943
537.0065155555553,283.0560675913457
551.9790209999999,280.2057979997176
563.3506269999998,280.9388407632465
579.698125,281.9935581246692
594.3481183333331,282.53141938201355
595.7977883333334,285.8168963146909
599.2545749999998,280.83219911277024
610.0963149999998,281.5154445114305
639.4914166666666,282.7453560100354
651.4019900000002,282.16224028726833
671.8183361111113,283.59952251327394
686.8393850000002,282.1936287910644
688.6617916666667,284.98156562111416
703.1195316666668,282.9434533528019
720.8795,281.62641436298213
736.1234200000002,284.4216307418194
738.0074999999999,282.5089836184976
753.6511283333336,282.1540236420778
780.4074166666667,283.751958972766
791.2432183333335,284.6339957256492
792.7522783333336,283.3951158682888
808.010551666667,284.7095815072394
834.262125,283.4927060505495
847.5576483333334,285.8297218644756
849.1889166666666,283.8278984763525
858.5348044444446,282.0754129124658
863.4277300000002,282.6176186927535
896.0293750000001,284.11150300725103
908.3095950000003,283.55231457658255
924.8925,284.5002396124801
937.7330333333335,283.0061358145081
942.8270799999995,282.82044407632355
957.3999600000003,281.9102186800945
994.2865833333334,282.0220072772952
1004.7875011111113,282.60066724635857
1006.9110633333332,279.0787771703706
1019.600016666667,278.1134434478008
1040.2554166666666,280.25862964758824
1049.3509833333328,279.57340670883207
1053.8605500000003,281.05209864166295
1099.571383333333,279.1921550521413
1248.156583333333,279.2327037834648
1418.2446999999997,278.49261913063606
1606.9335499999997,279.9963383145712
1803.2905333333329,279.06856659171353
1978.0114999999994,276.22063602301625
2062.9454,275.9761577537513
2280.248416666666,275.2522749686739
2451.8609499999993,274.2706022855074
2656.2170500000007,274.2569209566079
2833.830633333334,276.17792378676324
3015.200750000001,274.21364406167964
3197.4921833333337,273.7017091688444
3407.486316666667,273.8911846396268
3582.984300000001,272.38437345788924
3816.9602000000004,271.5660507170192
4017.1724666666673,271.40023510200206
4219.469433333334,271.4185249039638
4420.927566666667,272.5687208167142
4635.499300000001,271.40884201024426
4831.53675,270.7272012085743
5047.803883333333,269.08432413775193
5278.023233333334,268.1991364966365
5478.16285,267.19991794247625
5724.554583333334,267.5421410420069
-51.02999999999997,367.999993001987
-51.02999999999997,368.0449828028473
-48,361.78073658846415
-46.27927212999998,359.61974719554144
-46.27927212999998,359.6749879681196
-46.27927212999998,359.64864438559124
-44.40564212000004,357.3525256572212
-44.40564212000004,356.9584375140511
-44.40564212000004,357.02395565685794
-44.40564212000004,357.09203996921576
-43.07999999999993,354.31263029324
-43.07999999999993,353.58074037458414
-42.313517060000095,353.8564137720475
-42.313517060000095,353.65940860907494
-42.313517060000095,353.65076974111884
-42.313517060000095,353.73035113477164
-41.134816709999996,352.5020802552528
-41.134816709999996,352.3305365842145
-40.53655942,351.8302455686804
-39.97139973000003,351.13830684610946
-39.97139973000003,350.7181907449942
-39.97139973000003,350.569459131815
-39.407967809999946,350.04560223019763
-39.407967809999946,349.7959810737173
-39.407967809999946,349.7756872053048
-39.407967809999946,349.58381092885685
-38.966334940000024,349.53373379799166
-38.966334940000024,349.0230955012693
-38.06951193000009,347.59740561133145
-38.06951193000009,
-37.20859160000009,345.44120600376243
-36.616016200000104,345.1368764254465
-36.616016200000104,344.97480308074086
-36.616016200000104,344.5065200746217
-36.616016200000104,344.2528748730704
-36.14322833999995,344.2843518816444
-36.14322833999995,343.663001641546
-35.76218001999996,343.6443869753662
-35.76218001999996,342.88471042323806
-35.76218001999996,342.80315875214
-34.916752950000046,342.53063808970336
-34.916752950000046,341.5733147227089
-33.07684986999993,341.5826638382337
-33.07684986999993,341.16119788310215
-33.07684986999993,341.42197270968006
-33.07684986999993,341.15135254539393
-33.02591865999989,339.5152084091837
-33.02591865999989,339.4057686335115
-29.14258988000006,335.2255738516231
-29.14258988000006,334.4715372134238
-26.796750369999927,335.54695345792317
-26.67036968000002,332.3689555204767
-25.570921230000067,332.3656863259178
-24.133413320000045,331.54980566810485
-22.088334380000106,328.41588801232757
-22.041017810000085,330.3504422217994
-20.872681979999925,326.3093257445175
-20.65630200999999,326.6491948420144
-20.637150239999983,324.90492011289086
-20.637150239999983,324.8810194360893
-20.637150239999983,325.0382094229711
-20.637150239999983,324.7998256800508
-20.22168347999991,324.5570616692709
-19.423218019999922,323.87467047016156
-19.42203954999991,325.5374446835465
-18.98437082999999,325.07717594979096
-18.813869489999888,324.08551736938495
-18.53874855999993,320.38065078205506
-16.78904407999994,320.4923553617883
-16.54523532999997,322.1747797142201
-15.866011569999955,320.98156635342656
-15.297878110000056,319.1950596158425
-15.226349230000096,319.8929363220089
-13.564495589999979,319.12347301713646
-13.200018279999995,319.06606441856763
-12.6152798600001,319.77605827448537
-12.6152798600001,317.44606695465427
-12.542091540000001,317.4481354802273
-12.395341090000102,319.1381732232432
-12.321916399999964,317.5216280215933
-11.71589999999992,316.59261011941027
-10.568661719999909,318.20658038167187
-10.31404479999992,313.0933880516286
-9.092695849999927,311.98389241638387
-8.56297111999993,316.3340200101121
-8.102785849999918,316.1014028920352
-7.872424290000026,314.57216625352925
-7.257538840000052,315.2703546298443
-7.203373640000109,316.43892736076845
-7.203373640000109,316.2928012972935
-7.203373640000109,316.3272178354802
-7.203373640000109,316.2425742358726
-7.103747099999964,314.23638292143335
-7.103747099999964,314.63773267233756
-6.157200000000103,314.4552794500995
-6.157200000000103,315.5358065293993
-6.157200000000103,316.0351357655792
-4.795964650000087,314.8253417001523
-4.795964650000087,314.6025809876587
-3.791544359999989,313.1710570119369
-3.7139373699999396,312.8003637775662
-3.5585613600001125,312.7532516171712
-3.5585613600001125,311.6922300483932
-2.3839181700000154,312.1844627182946
-0.25090000000000146,312.0017776102837
0.33152825999991364,313.6602846482332
1.225945319999937,309.6939936066409
2.2935130999999274,311.57094999761165
3.3366031699999894,310.36290017732523
3.3731399599998895,313.21174406076346
3.3731399599998895,312.52098023210357
4.38416084000005,312.5596867804179
4.442779830000063,311.9671347125998
4.6126112699998885,311.8114965345337
5.037190190000047,310.440204448011
5.2356770799999595,311.2775834649954
5.490957340000023,310.224309572614
6.426352059999999,312.36164019507424
7.792658919999894,311.6176346382123
7.792658919999894,312.1384725184697
7.964587149999943,311.90375721589083
7.964587149999943,313.78370871604477
8.22030175000009,312.7370657665416
8.22030175000009,312.05081147133444
9.160584629999903,311.80226771747726
9.245991239999967,307.7386635857962
10.030999999999949,309.80091502114107
10.408172680000007,310.9510867188181
10.77751491999993,311.0361345099159
10.77751491999993,311.3874541483345
11.03227736000008,312.36342146741725
11.03227736000008,308.5499135713751
11.838400000000092,308.47982780846024
11.870147509999924,311.94102882822733
12.132119869999997,310.6586926052243
12.132119869999997,312.382326849556
12.233306950000042,312.501072864396
12.233306950000042,312.5806216853953
12.233306950000042,312.2269259743025
12.233306950000042,312.3116530615644
12.233306950000042,312.0710880824047
12.233306950000042,312.2845912594188
13.136785700000019,307.0555671208528
13.136785700000019,307.75981922832034
14.12664190999999,309.52132105952495
14.12664190999999,309.1680526705952
14.290543329999991,307.25859856593024
14.94369888999995,306.3197983876916
16.123575399999936,309.6306260790445
16.40695077999999,306.7586062658141
16.40695077999999,306.6304146533345
16.40695077999999,307.8376120370688
17.219075570000086,305.94402817135216
17.462700710000036,308.27919921307927
17.70639580000011,308.25556223436706
19.17030616000011,305.7177398041888
19.17030616000011,305.76409758436415
20.613674270000047,305.8354964326462
20.613674270000047,305.22823662503055
20.613674270000047,305.39063713078644
20.613674270000047,305.36916930445204
20.613674270000047,305.15718596024954
20.613674270000047,305.304234832072
21.256399999999985,305.78294147245686
21.46069323000006,305.70537216677735
21.843200000000024,305.66786848134046
22.203540369999928,307.61826355772223
22.203540369999928,308.4192201659071
24.686957090000078,305.32064368023885
24.686957090000078,304.61766989412763
25.251618980000103,304.7159146968185
27.163116590000072,306.13061399705606
27.163116590000072,307.6999742037404
27.163116590000072,303.1389914555462
27.163116590000072,307.82491754334364
27.494957789999944,303.1815383191544
30.2922188,301.8758603769565
31.331601200000023,304.61320734820134
32.12541188,303.4360627838425
32.12541188,303.6719973620779
32.12541188,304.0609729843993
32.12541188,304.2398521497749
34.213969129999896,301.9151507114715
35.60700403999999,301.0722401652447
35.60700403999999,300.32793714693855
37.484859689999894,301.29772622272134
38.71498595999992,299.25727749401767
38.90461155999992,297.7268153632511
39.284149150000076,298.10624698316605
40.23523068999998,297.86910679162327
41.47609211000008,301.50413540464433
44.225799999999936,299.62686294971274
44.45643668999992,297.32821856127947
44.64919585999996,299.0235966178361
46.09347466000008,295.9913578166476
48.298125289999916,295.25562332443434
48.298125289999916,294.437358044267
48.30289999999991,297.1389291212222
49.82164923999994,294.22072160003313
51.057595010000114,297.0473645165553
51.34283968999989,295.2814574829282
56.24367503999997,293.80883068272027
56.34117893999996,293.16654166689625
56.9396999999999,295.3164626735822
57.12160448999998,294.8594308441452
57.6094814600001,295.17192926023625
60.1310578099999,290.9175394046256
60.992519469999934,292.3845273717589
60.992519469999934,292.3002485067955
62.60553327000002,294.34178746728605
64.39987096999994,288.1157636999787
65.82009999999991,289.2265988139854
66.20852756999989,289.7624132149648
67.07764627999995,292.46393479402104
